node	cluster	sps	cluster_ref
Esil_CBN79949	5	Esil	5
Cvar_EFN53133	5	Cvar	5
Tcru_XP_802331	5	Tcru	5
Gpro_53695	5	Gpro	5
Aano_F0Y597	5	Aano	5
Ehux_120890	5	Ehux	5
Acas_g4936	5	Acas	5
Vcar_XP_002956692	5	Vcar	5
Sros_PTSG_01403	5	Sros	5
Cang_73015	5	Cang	5
Clim_g4632	6	Clim	6
Otau_XP_003078978	6	Otau	6
Mvib_comp8761_c1_seq1_fr5	6	Mvib	6
Mpus_Micpu192562	6	Mpus	6
Ngad_06548	6	Ngad	6
Pmar_XP_002780642	6	Pmar	6
Nspp_9529_fr1	6	Nspp	6
Mpus_Micpu155043	6	Mpus	6
Ehux_449623	6	Ehux	6
Pfal_Q8IIL1_Q8IIL1	7	Pfal	7
Pfal_Q8IDE8_Q8IDE8	7	Pfal	7
Ncra_7768NCU08790	7	Ncra	7
Cowc_CAOG_00050	7	Cowc	7
Ncra_2647NCU02962	7	Ncra	7
Acas_g7878	7	Acas	7
Pmar_XP_002778734	7	Pmar	7
Tgon_XP_002370918	7	Tgon	7
Sagg_79832	7	Sagg	7
Acas_g7538	7	Acas	7
Mvib_comp11698_c0_seq1_fr6	7	Mvib	7
Lmaj_XP_001686198	8	Lmaj	8
Bsal_BS45760	8	Bsal	8
Clim_g5415	8	Clim	8
Mbre_XP_001749562	8	Mbre	8
Mpus_Micpu59996	8	Mpus	8
Apar_comp4722_c0_seq1_fr4	8	Apar	8
Tcru_XP_811494	8	Tcru	8
Tgon_XP_002368273	8	Tgon	8
Sarc_SARC_01991	8	Sarc	8
Mpus_Micpu58542	8	Mpus	8
Tcru_XP_821025	8	Tcru	8
Vcar_XP_002948967	9	Vcar	9
Vcar_XP_002948876	9	Vcar	9
Crei_XP_001693810	9	Crei	9
Ehux_454711	9	Ehux	9
Ehux_193798	9	Ehux	9
