node	cluster	sps	cluster_ref
Cpar_29058Contig6840	0	Cpar	0ab
Rirr_66612	0	Rirr	0ab
Mcir_Mucci2_137855	0	Mcir	0ab
Amac_13595	0	Amac	0ab
Cele_C26E6_9c	0	Cele	0ab
Clim_g610	0	Clim	0ab
Bdis_4g01790	0	Bdis	0ab
Cfra_6039T1	0	Cfra	0ab
Sarc_SARC_05279	0	Sarc	0ab
Amac_13344	0	Amac	0ab
Bdis_3g13430	0	Bdis	0ab
Rory_11085	0	Rory	0ab
Atha_AT5G42400	0	Atha	0ab
Tmel_XP_002840838	0	Tmel	0ab
Sros_PTSG_11893	0	Sros	0ab
Cneo_XP_570558	0	Cneo	0ab
Rfil_92400_1cf1	0	Rfil	0
Ppat_XP_001768289	0	Ppat	0ab
Cang_102567	0	Cang	0ab
Ncra_1100NCU01206	0	Ncra	0ab
Smoe_XP_002965618	0	Smoe	0ab
Hmag_XP_002161122	0	Hmag	0ab
Spun_SPPG_04443	0	Spun	0ab
Crei_XP_001702027	0	Crei	0ab
Lgig_138486	0	Lgig	0ab
Hsap_ENSP00000267197	0	Hsap	0ab
Ctel_150651	0	Ctel	0ab
Amac_06505	0	Amac	0
Mvib_comp3625_c0_seq1_fr6	0	Mvib	0ab
Umay_XP_758824	0	Umay	0ab
Pbla_Phybl2_20422	0	Pbla	0ab
Ccor_82240	0	Ccor	0ab
Scer_SCRT_04833	0	Scer	0ab
Ddis_XP_636258	0	Ddis	0ab
Mbre_XP_001748661	0	Mbre	0ab
Amac_15452	0	Amac	0
Mgut_mgv1a023175m	0	Mgut	0ab
Smoe_XP_002963921	0	Smoe	0ab
Ehux_206556	0	Ehux	0ab
Nvec_XP_001636609	0	Nvec	0ab
Mver_03320	0	Mver	0ab
Spur_XP_003727587	0	Spur	0ab
Cang_107102	0	Cang	0
Hmag_XP_002155522	1	Hmag	1
Esil_CBJ49018	1	Esil	1a
Mlei_ML024912a	1	Mlei	1a
Cint_ENSCINP00000025690	1	Cint	1a
Hmag_XP_002154569	1	Hmag	1a
Cowc_CAOG_07681	1	Cowc	1a
Hmag_XP_002168824	1	Hmag	1
Spur_XP_003731178	1	Spur	1
Lgig_117025	1	Lgig	1a
Ctel_172225	1	Ctel	1a
Scil_63960	1	Scil	1a
Ehux_233107	1	Ehux	1
Cgig_10016754	1	Cgig	1a
Cgig_10003511	1	Cgig	1
Cgig_10001891	1	Cgig	1
Apar_comp22257_c0_seq1_fr4	1	Apar	1a
Cpar_20263Contig25695	1	Cpar	1a
Sarc_SARC_03923	1	Sarc	1a
Cpar_12930Contig6860	1	Cpar	1a
Pfal_Q8I1Z0_Q8I1Z0	1	Pfal	1a
Esil_CBJ48999	1	Esil	1a
Cele_T26A5_7a	1	Cele	1a
Ocar_g7553_t1	1	Ocar	1a
Ctel_210805	1	Ctel	1
Spur_XP_003725758	1	Spur	1
Cgig_10000979	1	Cgig	1
Hmag_XP_002158221	1	Hmag	1a
Ihof_7590	1	Ihof	1a
Spur_XP_003728212	1	Spur	1
Hmag_XP_002166795	1	Hmag	1
Ctel_49838	1	Ctel	1
Nvec_XP_001629745	1	Nvec	1a
Skow_XP_002737721	1	Skow	1a
Mbre_XP_001744129	1	Mbre	1a
Spur_XP_001198325	1	Spur	1
Ppal_EFA79695_1	1	Ppal	1a
Mlei_ML19101a	1	Mlei	1
Lgig_175732	1	Lgig	1
Aque_XP_003387132	1	Aque	1a
Hsap_ENSP00000332995	1	Hsap	1a
Cgig_10001890	1	Cgig	1
Tadh_XP_002114992	1	Tadh	1a
Hmag_XP_002164363	1	Hmag	1
Cfra_1842T1	1	Cfra	1a
Spur_XP_797080	1	Spur	1a
Mvib_comp6636_c1_seq1_fr4	1	Mvib	1a
Tgon_XP_002371298	1	Tgon	1a
Lgig_175490	1	Lgig	1
Dmel_FBpp0082387	1	Dmel	1a
Cgig_10022534	1	Cgig	1
Mpus_Micpu57043	1	Mpus	1a
Ctel_214008	1	Ctel	1
Spur_XP_003730416	1	Spur	1
Ctel_195572	1	Ctel	1
Clim_g757	1	Clim	1a
Sros_PTSG_09393	1	Sros	1a
Cgig_10021314	1	Cgig	1
Acas_g15151	1	Acas	1
Vcar_XP_002947900	2	Vcar	2abcd
Nvec_XP_001622958	2	Nvec	2bd
Cvar_EFN53400	2	Cvar	2abcd
Apar_comp16066_c0_seq1_fr6	2	Apar	2ac
Ptri_XP_002181282	2	Ptri	2abcd
Sbic_03g029850	2	Sbic	2abcd
Smoe_XP_002982095	2	Smoe	2abcd
Atha_AT5G53430	2	Atha	2abcd
Scil_30598	2	Scil	2bd
Sbic_03g001640	2	Sbic	2abcd
Skow_XP_002736118	2	Skow	2ac
Ocar_g10414_t1	2	Ocar	2bd
Mgut_mgv1a000575m	2	Mgut	2abcd
Cgig_10008103	2	Cgig	2bd
Otau_XP_003078017	2	Otau	2abcd
Dmel_FBpp0070347	2	Dmel	2ac
Cgig_10022561	2	Cgig	2ac
Acas_g2013	2	Acas	2abcd
Gthe_78620	2	Gthe	2abcd
Mbre_XP_001747654	2	Mbre	2bd
Hmag_XP_002169286	2	Hmag	2ac
Hsap_ENSP00000347325	2	Hsap	2a
Cint_ENSCINP00000025384	2	Cint	2b
Ttra_AMSG_03613	2	Ttra	2abcd
Mlei_ML41301a	2	Mlei	2bd
Esil_CBN75119	2	Esil	2abcd
Lgig_215812	2	Lgig	2ac
Mpus_Micpu21435	2	Mpus	2abcd
Sbic_02g016820	2	Sbic	2abcd
Bdis_2g45430	2	Bdis	2abcd
Tvag_XP_001584257	2	Tvag	2abcd
Spur_XP_003724176	2	Spur	2ac
Scil_6054	2	Scil	2ac
Acoe_058_00150	2	Acoe	2abcd
Cmer_CMD005C	2	Cmer	2ac
Spur_XP_795757	2	Spur	2ac
Crei_XP_001703016	2	Crei	2abcd
Acoe_013_00096	2	Acoe	2abcd
Bdis_4g08510	2	Bdis	2abcd
Cowc_CAOG_01362	2	Cowc	2bd
Hsap_ENSP00000222270	2	Hsap	2b
Tadh_XP_002112190	2	Tadh	2bd
Ppat_XP_001767466	2	Ppat	2abcd
Mlei_ML015714a	2	Mlei	2a
Dmel_FBpp0082406	2	Dmel	2bd
Ppat_XP_001780587	2	Ppat	2abcd
Adig_278v118577	2	Adig	2bd
Bdis_2g07082	2	Bdis	2abcd
Tpse_XP_002291362	2	Tpse	2abcd
Smoe_XP_002980880	2	Smoe	2abcd
Lgig_209271	2	Lgig	2bd
Atha_AT3G61740	2	Atha	2abcd
Acoe_037_00166	2	Acoe	2abcd
Nvec_XP_001623359	2	Nvec	2bd
Atha_AT2G31650	2	Atha	2abcd
Smoe_XP_002992195	2	Smoe	2abcd
Ctel_153177	2	Ctel	2ac
Smoe_XP_002964071	2	Smoe	2abcd
Vcar_XP_002956071	2	Vcar	2abcd
Cint_ENSCINP00000003156	2	Cint	2ac
Smoe_XP_002974368	2	Smoe	2abcd
Aque_XP_003389474	2	Aque	2bd
Adig_1072v119182	2	Adig	2ac
Mvib_comp12897_c0_seq1_fr5	2	Mvib	2ac
Pyez_28201_g6931	2	Pyez	2bd
Spur_XP_003724175	2	Spur	2ac
Ppat_XP_001766115	2	Ppat	2abcd
Nvec_XP_001629652	2	Nvec	2ac
Acoe_021_00020	2	Acoe	2abcd
Atha_AT1G05830	2	Atha	2abcd
Ppat_XP_001777592	2	Ppat	2abcd
Smoe_XP_002961390	2	Smoe	2abcd
Ctel_179499	2	Ctel	2b
Hsap_ENSP00000301067	2	Hsap	2c
Smoe_XP_002975450	2	Smoe	2abcd
Acas_g11528	2	Acas	2abcd
Ihof_1761	2	Ihof	2ac
Ccri_T00005548001	2	Ccri	2bd
Mgut_mgv1a000532m	2	Mgut	2abcd
Cvar_EFN53930	2	Cvar	2abcd
Gthe_75734	2	Gthe	2abcd
Smoe_XP_002975241	2	Smoe	2abcd
Hsap_ENSP00000436786	2	Hsap	2d
Tadh_XP_002117983	2	Tadh	2ac
Crei_XP_001693149	2	Crei	2abcd
Cele_T12D8_1	2	Cele	2ac
Sros_PTSG_12693	2	Sros	2ac
Sagg_21866	2	Sagg	2abcd
Skow_XP_002740398	2	Skow	2b
Sarc_SARC_04312	2	Sarc	2ac
Hmag_XP_002161520	2	Hmag	2bd
Atha_AT4G27910	2	Atha	2abcd
Sros_PTSG_07559	2	Sros	2bd
Ppat_XP_001756249	3	Ppat	3
Sbic_02g032470	3	Sbic	3
Ngad_00849_01	3	Ngad	3
Bdis_4g37627	3	Bdis	3
Ppat_XP_001766471	3	Ppat	3
Acoe_016_00095	3	Acoe	3
Ppat_XP_001758752	3	Ppat	3
Ptet_A0D3D7_A0D3D7	4	Ptet	4
Ptri_XP_002184116	4	Ptri	4
Pfal_C6KTD2_HKNMT	4	Pfal	4
Pmar_XP_002785717	4	Pmar	4
Tthe_XP_001029767	4	Tthe	4
Pmar_XP_002765683	4	Pmar	4
Esil_CBN74374	4	Esil	4
Aano_F0YDE7	4	Aano	4
Ehux_70530	4	Ehux	4
Ehux_311470	4	Ehux	4
Ptri_XP_002184115	4	Ptri	4
Pinf_XP_002895674	4	Pinf	4
Tgon_XP_002366334	4	Tgon	4
Acas_g6446	4	Acas	4
Pinf_XP_002905874	4	Pinf	4
Skow_XP_002732220	5	Skow	5a
Rory_16697	5	Rory	5ab
Crev_43176	5	Crev	5ab
Hsap_ENSP00000255613	5	Hsap	5a
Ctel_228696	5	Ctel	5a
Nvec_XP_001634769	5	Nvec	5ab
Clim_g4811	5	Clim	5ab
Ccin_CC1G_11834	5	Ccin	5ab
Mcir_Mucci2_150356	5	Mcir	5ab
Bden_Batde5_8511	5	Bden	5ab
Fgra_FGSG_06529	5	Fgra	5ab
Ocar_g3228_t1	5	Ocar	5ab
Nspp_13715_fr4	5	Nspp	5ab
Cfra_7019T1	5	Cfra	5ab
Mcir_Mucci2_135209	5	Mcir	5ab
Cang_122703	5	Cang	5ab
Cele_C32D5_5	5	Cele	5ab
Cint_ENSCINP00000001120	5	Cint	5a
Cang_125152	5	Cang	5ab
Pisp_49244	5	Pisp	5ab
Amac_13870	5	Amac	5ab
Apar_comp16015_c3_seq1_fr4	5	Apar	5ab
Rory_2737	5	Rory	5ab
Dmel_FBpp0070146	5	Dmel	5a
Sros_PTSG_09637	5	Sros	5ab
Lgig_116803	5	Lgig	5a
Mlei_ML02412a	5	Mlei	5ab
Rory_5415	5	Rory	5ab
Cgig_10007764	5	Cgig	5a
Umay_XP_756690	5	Umay	5ab
Falb_H696_04933T0	5	Falb	5ab
Cang_122643	5	Cang	5ab
Tmel_XP_002839141	5	Tmel	5ab
Spun_SPPG_04024	5	Spun	5ab
Hsap_ENSP00000305899	5	Hsap	5b
Rall_3287	5	Rall	5ab
Mver_08497	5	Mver	5ab
Ihof_10267	5	Ihof	5ab
Cowc_CAOG_02948	5	Cowc	5ab
Tadh_XP_002115573	5	Tadh	5ab
Spur_XP_800216	5	Spur	5a
Hmag_XP_002166241	5	Hmag	5ab
Pbla_Phybl2_112008	5	Pbla	5ab
Amac_11412	5	Amac	5ab
Spom_NP_588078_1	5	Spom	5ab
Umar_223368	5	Umar	5ab
Gpro_132992	5	Gpro	5ab
Ncra_7565NCU08551	5	Ncra	5ab
Ccor_10342	5	Ccor	5ab
Ihof_3741	6	Ihof	6
Apar_comp26195_c0_seq1_fr6	6	Apar	6
Ihof_9721	6	Ihof	6
Clim_g3288	6	Clim	6
Gpro_66054	6	Gpro	6
