node	cluster	sps	cluster_ref
Pinf_XP_002906394	6	Pinf	6
Pinf_XP_002997080	6	Pinf	6
Esil_CBN76570	6	Esil	6
Ppat_XP_001768386	7	Ppat	7
Sbic_04g025725	7	Sbic	7
Gthe_69157	7	Gthe	7
Mgut_mgv1a023306m	7	Mgut	7
Bdis_3g36790	7	Bdis	7
Ppat_XP_001765507	7	Ppat	7
Sbic_02g020844	7	Sbic	7
Bdis_3g48497	7	Bdis	7
Ppat_XP_001752811	7	Ppat	7
Smoe_XP_002994293	7	Smoe	7
Bdis_1g20527	7	Bdis	7
Smoe_XP_002979406	7	Smoe	7
Acoe_010_00651	7	Acoe	7
Mgut_mgv1a025945m	7	Mgut	7
Mgut_mgv1a004719m	7	Mgut	7
Acoe_016_00362	7	Acoe	7
Ptri_XP_002176717	7	Ptri	7
Atha_AT4G30860	7	Atha	7
Atha_AT2G44150	7	Atha	7
Bdis_4g27797	7	Bdis	7
Pinf_XP_002909073	7	Pinf	7
Sbic_07g021810	7	Sbic	7
Bnat_87411	7	Bnat	7
Tpse_XP_002287806	7	Tpse	7
Atha_AT3G59960	7	Atha	7
Tthe_XP_001007909	8	Tthe	8
Atha_AT1G77300	8	Atha	8
Cvar_EFN59819	8	Cvar	8
Ptet_A0BJ67_A0BJ67	8	Ptet	8
Vcar_XP_002954751	8	Vcar	8
Ppat_XP_001774900	8	Ppat	8
Ptet_A0DQ87_A0DQ87	8	Ptet	8
Sbic_04g022620	8	Sbic	8
Bdis_3g45727	8	Bdis	8
Rfil_3784744_2s	8	Rfil	8
Ptet_A0DZ39_A0DZ39	8	Ptet	8
Ppat_XP_001757655	8	Ppat	8
Crei_XP_001694743	8	Crei	8
Smoe_XP_002982470	8	Smoe	8
Gthe_65244	8	Gthe	8
Mpus_Micpu164960	8	Mpus	8
Hsap_ENSP00000372347	9	Hsap	9abc
Mlei_ML033625a	9	Mlei	9abc
Acoe_045_00133	9	Acoe	9abc
Dmel_FBpp0084636	9	Dmel	9abc
Aque_XP_003384664	9	Aque	9abc
Ocar_g3171_t1	9	Ocar	9abc
Hmag_XP_002164851	9	Hmag	9abc
Sbic_06g016720	9	Sbic	9abc
Skow_XP_002731935	9	Skow	9abc
Bnat_85862	9	Bnat	9abc
Gthe_61291	9	Gthe	9abc
Nvec_XP_001635219	9	Nvec	9abc
Bdis_5g10110	9	Bdis	9abc
Ddis_XP_647576	9	Ddis	9abc
Hsap_ENSP00000395929	9	Hsap	9abc
Sarc_SARC_06292	9	Sarc	9abc
Scil_16325	9	Scil	9abc
Cint_ENSCINP00000025831	9	Cint	9abc
Mbre_XP_001747378	9	Mbre	9abc
Apar_comp19989_c1_seq1_fr6	9	Apar	9abc
Spur_XP_785219	9	Spur	9abc
Ihof_7061	9	Ihof	9abc
Cgig_10013318	9	Cgig	9abc
Scil_28186	9	Scil	9abc
Ctel_93578	9	Ctel	9abc
Hsap_ENSP00000313983	9	Hsap	9abc
Mvib_comp10766_c1_seq1_fr4	9	Mvib	9abc
Lgig_192045	9	Lgig	9abc
Lgig_123404	9	Lgig	9abc
Mgut_mgv1a005421m	9	Mgut	9abc
Tadh_XP_002116791	9	Tadh	9abc
Atha_AT1G76710	9	Atha	9abc
Cfra_0207T1	9	Cfra	9abc
Sros_PTSG_09362	9	Sros	9abc
Ppal_EFA81031_1	9	Ppal	9abc
Fgra_FGSG_05558	10	Fgra	10
Spom_NP_594980_1	10	Spom	10
Ehux_425757	10	Ehux	10
Bden_Batde5_90118	10	Bden	10
Spun_SPPG_06324	10	Spun	10
Ngru_XP_002679121	10	Ngru	10
Ncra_243NCU00269	10	Ncra	10
Ccin_CC1G_09124	10	Ccin	10
Scer_SCRT_03509	10	Scer	10
Umay_XP_758647	10	Umay	10
Cneo_XP_572085	10	Cneo	10
Nspp_12465_fr6	10	Nspp	10
Tmel_XP_002838740	10	Tmel	10
