in_gene	out_gene	branch_support	ev_type	sos	in_sps	out_sps
Pbla_Phybl2_188395	Nvec_XP_001638198	1.0	S	0.0	Pbla	Nvec
Pbla_Phybl2_188395	Adig_17466v101523	1.0	S	0.0	Pbla	Adig
Pbla_Phybl2_188395	Nvec_XP_001630839	1.0	S	0.0	Pbla	Nvec
Pbla_Phybl2_188395	Spur_XP_792487	1.0	S	0.0	Pbla	Spur
Pbla_Phybl2_188395	Nvec_XP_001630482	1.0	S	0.0	Pbla	Nvec
Pbla_Phybl2_188395	Cgig_10016009	1.0	S	0.0	Pbla	Cgig
Pbla_Phybl2_188395	Ocar_g8397_t1	1.0	S	0.0	Pbla	Ocar
Pbla_Phybl2_188395	Adig_2550v120377	1.0	S	0.0	Pbla	Adig
Pbla_Phybl2_188395	Cang_28328	1.0	S	0.0	Pbla	Cang
Pbla_Phybl2_188395	Hsap_ENSP00000384725	1.0	S	0.0	Pbla	Hsap
Pbla_Phybl2_188395	Aque_XP_003387382	1.0	S	0.0	Pbla	Aque
Pbla_Phybl2_188395	Hsap_ENSP00000276594	1.0	S	0.0	Pbla	Hsap
Pbla_Phybl2_188395	Lgig_153726	1.0	S	0.0	Pbla	Lgig
Pbla_Phybl2_188395	Ctel_75757	1.0	S	0.0	Pbla	Ctel
Pbla_Phybl2_188395	Adig_2070v103434	1.0	S	0.0	Pbla	Adig
Pbla_Phybl2_188395	Pisp_69677	1.0	S	0.0	Pbla	Pisp
Pbla_Phybl2_188395	Pisp_68567	1.0	S	0.0	Pbla	Pisp
Pbla_Phybl2_188395	Adig_3112v120858	1.0	S	0.0	Pbla	Adig
Pbla_Phybl2_188395	Adig_5324v122563	1.0	S	0.0	Pbla	Adig
Pbla_Phybl2_188395	Spur_XP_799022	1.0	S	0.0	Pbla	Spur
Pbla_Phybl2_188395	Adig_2069v103431	1.0	S	0.0	Pbla	Adig
Pbla_Phybl2_188395	Skow_XP_002737396	1.0	S	0.0	Pbla	Skow
Pbla_Phybl2_188395	Adig_17948v114072	1.0	S	0.0	Pbla	Adig
Pbla_Phybl2_188395	Lgig_114994	1.0	S	0.0	Pbla	Lgig
Pbla_Phybl2_188395	Hsap_ENSP00000358092	1.0	S	0.0	Pbla	Hsap
Pbla_Phybl2_188395	Nvec_XP_001630857	1.0	S	0.0	Pbla	Nvec
Pbla_Phybl2_188395	Adig_2066v103428	1.0	S	0.0	Pbla	Adig
Pbla_Phybl2_188395	Skow_NP_001161634	1.0	S	0.0	Pbla	Skow
Pbla_Phybl2_188395	Amac_02546	1.0	S	0.0	Pbla	Amac
Pbla_Phybl2_188395	Pyez_35808_g8561	1.0	S	0.0	Pbla	Pyez
Pbla_Phybl2_188395	Nvec_XP_001628558	1.0	S	0.0	Pbla	Nvec
Pbla_Phybl2_188395	Scil_48982	1.0	S	0.0	Pbla	Scil
Ptri_XP_002184309	Hsap_ENSP00000235372	1.0	S	0.0	Ptri	Hsap
Ptri_XP_002184309	Spur_XP_790201	1.0	S	0.0	Ptri	Spur
Ptri_XP_002184309	Scil_95376	1.0	S	0.0	Ptri	Scil
Ptri_XP_002184309	Cint_ENSCINP00000000048	1.0	S	0.0	Ptri	Cint
Ptri_XP_002184309	Mlei_ML124240a	1.0	S	0.0	Ptri	Mlei
Ptri_XP_002184309	Aque_XP_003387259	1.0	S	0.0	Ptri	Aque
Ptri_XP_002184309	Spur_XP_003724787	1.0	S	0.0	Ptri	Spur
Ptri_XP_002184309	Cgig_10001616	1.0	S	0.0	Ptri	Cgig
Ptri_XP_002184309	Nvec_XP_001640186	1.0	S	0.0	Ptri	Nvec
Ptri_XP_002184309	Hmag_XP_002154805	1.0	S	0.0	Ptri	Hmag
Ptri_XP_002184309	Tadh_XP_002109980	1.0	S	0.0	Ptri	Tadh
Ptri_XP_002184309	Nvec_XP_001634375	1.0	S	0.0	Ptri	Nvec
Ptri_XP_002184309	Skow_XP_002739286	1.0	S	0.0	Ptri	Skow
Ptri_XP_002184309	Ctel_202965	1.0	S	0.0	Ptri	Ctel
Ptri_XP_002184309	Adig_2065v103432	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Amac_01030	1.0	S	0.0	Ptri	Amac
Ptri_XP_002184309	Nvec_XP_001641018	1.0	S	0.0	Ptri	Nvec
Ptri_XP_002184309	Ctel_103287	1.0	S	0.0	Ptri	Ctel
Ptri_XP_002184309	Cgig_10013102	1.0	S	0.0	Ptri	Cgig
Ptri_XP_002184309	Spur_XP_001200656	1.0	S	0.0	Ptri	Spur
Ptri_XP_002184309	Lgig_169169	1.0	S	0.0	Ptri	Lgig
Ptri_XP_002184309	Adig_2067v103430	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Scil_70624	1.0	S	0.0	Ptri	Scil
Ptri_XP_002184309	Cgig_10027610	1.0	S	0.0	Ptri	Cgig
Ptri_XP_002184309	Lgig_156439	1.0	S	0.0	Ptri	Lgig
Ptri_XP_002184309	Adig_23202v118285	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Nvec_XP_001638198	1.0	S	0.0	Ptri	Nvec
Ptri_XP_002184309	Adig_17466v101523	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Nvec_XP_001630839	1.0	S	0.0	Ptri	Nvec
Ptri_XP_002184309	Spur_XP_792487	1.0	S	0.0	Ptri	Spur
Ptri_XP_002184309	Nvec_XP_001630482	1.0	S	0.0	Ptri	Nvec
Ptri_XP_002184309	Cgig_10016009	1.0	S	0.0	Ptri	Cgig
Ptri_XP_002184309	Ocar_g8397_t1	1.0	S	0.0	Ptri	Ocar
Ptri_XP_002184309	Adig_2550v120377	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Cang_28328	1.0	S	0.0	Ptri	Cang
Ptri_XP_002184309	Hsap_ENSP00000384725	1.0	S	0.0	Ptri	Hsap
Ptri_XP_002184309	Aque_XP_003387382	1.0	S	0.0	Ptri	Aque
Ptri_XP_002184309	Hsap_ENSP00000276594	1.0	S	0.0	Ptri	Hsap
Ptri_XP_002184309	Lgig_153726	1.0	S	0.0	Ptri	Lgig
Ptri_XP_002184309	Ctel_75757	1.0	S	0.0	Ptri	Ctel
Ptri_XP_002184309	Adig_2070v103434	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Pisp_69677	1.0	S	0.0	Ptri	Pisp
Ptri_XP_002184309	Pisp_68567	1.0	S	0.0	Ptri	Pisp
Ptri_XP_002184309	Adig_3112v120858	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Adig_5324v122563	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Spur_XP_799022	1.0	S	0.0	Ptri	Spur
Ptri_XP_002184309	Adig_2069v103431	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Skow_XP_002737396	1.0	S	0.0	Ptri	Skow
Ptri_XP_002184309	Adig_17948v114072	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Lgig_114994	1.0	S	0.0	Ptri	Lgig
Ptri_XP_002184309	Hsap_ENSP00000358092	1.0	S	0.0	Ptri	Hsap
Ptri_XP_002184309	Nvec_XP_001630857	1.0	S	0.0	Ptri	Nvec
Ptri_XP_002184309	Adig_2066v103428	1.0	S	0.0	Ptri	Adig
Ptri_XP_002184309	Skow_NP_001161634	1.0	S	0.0	Ptri	Skow
Ptri_XP_002184309	Amac_02546	1.0	S	0.0	Ptri	Amac
Ptri_XP_002184309	Pyez_35808_g8561	1.0	S	0.0	Ptri	Pyez
Ptri_XP_002184309	Nvec_XP_001628558	1.0	S	0.0	Ptri	Nvec
Ptri_XP_002184309	Scil_48982	1.0	S	0.0	Ptri	Scil
Gpro_66573	Hsap_ENSP00000235372	1.0	S	0.0	Gpro	Hsap
Gpro_66573	Spur_XP_790201	1.0	S	0.0	Gpro	Spur
Gpro_66573	Scil_95376	1.0	S	0.0	Gpro	Scil
Gpro_66573	Cint_ENSCINP00000000048	1.0	S	0.0	Gpro	Cint
Gpro_66573	Mlei_ML124240a	1.0	S	0.0	Gpro	Mlei
Gpro_66573	Aque_XP_003387259	1.0	S	0.0	Gpro	Aque
Gpro_66573	Spur_XP_003724787	1.0	S	0.0	Gpro	Spur
Gpro_66573	Cgig_10001616	1.0	S	0.0	Gpro	Cgig
Gpro_66573	Nvec_XP_001640186	1.0	S	0.0	Gpro	Nvec
Gpro_66573	Hmag_XP_002154805	1.0	S	0.0	Gpro	Hmag
Gpro_66573	Tadh_XP_002109980	1.0	S	0.0	Gpro	Tadh
Gpro_66573	Nvec_XP_001634375	1.0	S	0.0	Gpro	Nvec
Gpro_66573	Skow_XP_002739286	1.0	S	0.0	Gpro	Skow
Gpro_66573	Ctel_202965	1.0	S	0.0	Gpro	Ctel
Gpro_66573	Adig_2065v103432	1.0	S	0.0	Gpro	Adig
Gpro_66573	Amac_01030	1.0	S	0.0	Gpro	Amac
Gpro_66573	Nvec_XP_001641018	1.0	S	0.0	Gpro	Nvec
Gpro_66573	Ctel_103287	1.0	S	0.0	Gpro	Ctel
Gpro_66573	Cgig_10013102	1.0	S	0.0	Gpro	Cgig
Gpro_66573	Spur_XP_001200656	1.0	S	0.0	Gpro	Spur
Gpro_66573	Lgig_169169	1.0	S	0.0	Gpro	Lgig
Gpro_66573	Adig_2067v103430	1.0	S	0.0	Gpro	Adig
Gpro_66573	Scil_70624	1.0	S	0.0	Gpro	Scil
Gpro_66573	Cgig_10027610	1.0	S	0.0	Gpro	Cgig
Gpro_66573	Lgig_156439	1.0	S	0.0	Gpro	Lgig
Gpro_66573	Adig_23202v118285	1.0	S	0.0	Gpro	Adig
Gpro_66573	Nvec_XP_001638198	1.0	S	0.0	Gpro	Nvec
Gpro_66573	Adig_17466v101523	1.0	S	0.0	Gpro	Adig
Gpro_66573	Nvec_XP_001630839	1.0	S	0.0	Gpro	Nvec
Gpro_66573	Spur_XP_792487	1.0	S	0.0	Gpro	Spur
Gpro_66573	Nvec_XP_001630482	1.0	S	0.0	Gpro	Nvec
Gpro_66573	Cgig_10016009	1.0	S	0.0	Gpro	Cgig
Gpro_66573	Ocar_g8397_t1	1.0	S	0.0	Gpro	Ocar
Gpro_66573	Adig_2550v120377	1.0	S	0.0	Gpro	Adig
Gpro_66573	Cang_28328	1.0	S	0.0	Gpro	Cang
Gpro_66573	Hsap_ENSP00000384725	1.0	S	0.0	Gpro	Hsap
Gpro_66573	Aque_XP_003387382	1.0	S	0.0	Gpro	Aque
Gpro_66573	Hsap_ENSP00000276594	1.0	S	0.0	Gpro	Hsap
Gpro_66573	Lgig_153726	1.0	S	0.0	Gpro	Lgig
Gpro_66573	Ctel_75757	1.0	S	0.0	Gpro	Ctel
Gpro_66573	Adig_2070v103434	1.0	S	0.0	Gpro	Adig
Gpro_66573	Pisp_69677	1.0	S	0.0	Gpro	Pisp
Gpro_66573	Pisp_68567	1.0	S	0.0	Gpro	Pisp
Gpro_66573	Adig_3112v120858	1.0	S	0.0	Gpro	Adig
Gpro_66573	Adig_5324v122563	1.0	S	0.0	Gpro	Adig
Gpro_66573	Spur_XP_799022	1.0	S	0.0	Gpro	Spur
Gpro_66573	Adig_2069v103431	1.0	S	0.0	Gpro	Adig
Gpro_66573	Skow_XP_002737396	1.0	S	0.0	Gpro	Skow
Gpro_66573	Adig_17948v114072	1.0	S	0.0	Gpro	Adig
Gpro_66573	Lgig_114994	1.0	S	0.0	Gpro	Lgig
Gpro_66573	Hsap_ENSP00000358092	1.0	S	0.0	Gpro	Hsap
Gpro_66573	Nvec_XP_001630857	1.0	S	0.0	Gpro	Nvec
Gpro_66573	Adig_2066v103428	1.0	S	0.0	Gpro	Adig
Gpro_66573	Skow_NP_001161634	1.0	S	0.0	Gpro	Skow
Gpro_66573	Amac_02546	1.0	S	0.0	Gpro	Amac
Gpro_66573	Pyez_35808_g8561	1.0	S	0.0	Gpro	Pyez
Gpro_66573	Nvec_XP_001628558	1.0	S	0.0	Gpro	Nvec
Gpro_66573	Scil_48982	1.0	S	0.0	Gpro	Scil
Mver_05382	Hsap_ENSP00000235372	1.0	S	0.0	Mver	Hsap
Mver_05382	Spur_XP_790201	1.0	S	0.0	Mver	Spur
Mver_05382	Scil_95376	1.0	S	0.0	Mver	Scil
Mver_05382	Cint_ENSCINP00000000048	1.0	S	0.0	Mver	Cint
Mver_05382	Mlei_ML124240a	1.0	S	0.0	Mver	Mlei
Mver_05382	Aque_XP_003387259	1.0	S	0.0	Mver	Aque
Mver_05382	Spur_XP_003724787	1.0	S	0.0	Mver	Spur
Mver_05382	Cgig_10001616	1.0	S	0.0	Mver	Cgig
Mver_05382	Nvec_XP_001640186	1.0	S	0.0	Mver	Nvec
Mver_05382	Hmag_XP_002154805	1.0	S	0.0	Mver	Hmag
Mver_05382	Tadh_XP_002109980	1.0	S	0.0	Mver	Tadh
Mver_05382	Nvec_XP_001634375	1.0	S	0.0	Mver	Nvec
Mver_05382	Skow_XP_002739286	1.0	S	0.0	Mver	Skow
Mver_05382	Ctel_202965	1.0	S	0.0	Mver	Ctel
Mver_05382	Adig_2065v103432	1.0	S	0.0	Mver	Adig
Mver_05382	Amac_01030	1.0	S	0.0	Mver	Amac
Mver_05382	Nvec_XP_001641018	1.0	S	0.0	Mver	Nvec
Mver_05382	Ctel_103287	1.0	S	0.0	Mver	Ctel
Mver_05382	Cgig_10013102	1.0	S	0.0	Mver	Cgig
Mver_05382	Spur_XP_001200656	1.0	S	0.0	Mver	Spur
Mver_05382	Lgig_169169	1.0	S	0.0	Mver	Lgig
Mver_05382	Adig_2067v103430	1.0	S	0.0	Mver	Adig
Mver_05382	Scil_70624	1.0	S	0.0	Mver	Scil
Mver_05382	Cgig_10027610	1.0	S	0.0	Mver	Cgig
Mver_05382	Lgig_156439	1.0	S	0.0	Mver	Lgig
Mver_05382	Adig_23202v118285	1.0	S	0.0	Mver	Adig
Mver_05382	Nvec_XP_001638198	1.0	S	0.0	Mver	Nvec
Mver_05382	Adig_17466v101523	1.0	S	0.0	Mver	Adig
Mver_05382	Nvec_XP_001630839	1.0	S	0.0	Mver	Nvec
Mver_05382	Spur_XP_792487	1.0	S	0.0	Mver	Spur
Mver_05382	Nvec_XP_001630482	1.0	S	0.0	Mver	Nvec
Mver_05382	Cgig_10016009	1.0	S	0.0	Mver	Cgig
Mver_05382	Ocar_g8397_t1	1.0	S	0.0	Mver	Ocar
Mver_05382	Adig_2550v120377	1.0	S	0.0	Mver	Adig
Mver_05382	Cang_28328	1.0	S	0.0	Mver	Cang
Mver_05382	Hsap_ENSP00000384725	1.0	S	0.0	Mver	Hsap
Mver_05382	Aque_XP_003387382	1.0	S	0.0	Mver	Aque
Mver_05382	Hsap_ENSP00000276594	1.0	S	0.0	Mver	Hsap
Mver_05382	Lgig_153726	1.0	S	0.0	Mver	Lgig
Mver_05382	Ctel_75757	1.0	S	0.0	Mver	Ctel
Mver_05382	Adig_2070v103434	1.0	S	0.0	Mver	Adig
Mver_05382	Pisp_69677	1.0	S	0.0	Mver	Pisp
Mver_05382	Pisp_68567	1.0	S	0.0	Mver	Pisp
Mver_05382	Adig_3112v120858	1.0	S	0.0	Mver	Adig
Mver_05382	Adig_5324v122563	1.0	S	0.0	Mver	Adig
Mver_05382	Spur_XP_799022	1.0	S	0.0	Mver	Spur
Mver_05382	Adig_2069v103431	1.0	S	0.0	Mver	Adig
Mver_05382	Skow_XP_002737396	1.0	S	0.0	Mver	Skow
Mver_05382	Adig_17948v114072	1.0	S	0.0	Mver	Adig
Mver_05382	Lgig_114994	1.0	S	0.0	Mver	Lgig
Mver_05382	Hsap_ENSP00000358092	1.0	S	0.0	Mver	Hsap
Mver_05382	Nvec_XP_001630857	1.0	S	0.0	Mver	Nvec
Mver_05382	Adig_2066v103428	1.0	S	0.0	Mver	Adig
Mver_05382	Skow_NP_001161634	1.0	S	0.0	Mver	Skow
Mver_05382	Amac_02546	1.0	S	0.0	Mver	Amac
Mver_05382	Pyez_35808_g8561	1.0	S	0.0	Mver	Pyez
Mver_05382	Nvec_XP_001628558	1.0	S	0.0	Mver	Nvec
Mver_05382	Scil_48982	1.0	S	0.0	Mver	Scil
Ccor_71261	Hsap_ENSP00000235372	1.0	S	0.0	Ccor	Hsap
Ccor_71261	Spur_XP_790201	1.0	S	0.0	Ccor	Spur
Ccor_71261	Scil_95376	1.0	S	0.0	Ccor	Scil
Ccor_71261	Cint_ENSCINP00000000048	1.0	S	0.0	Ccor	Cint
Ccor_71261	Mlei_ML124240a	1.0	S	0.0	Ccor	Mlei
Ccor_71261	Aque_XP_003387259	1.0	S	0.0	Ccor	Aque
Ccor_71261	Spur_XP_003724787	1.0	S	0.0	Ccor	Spur
Ccor_71261	Cgig_10001616	1.0	S	0.0	Ccor	Cgig
Ccor_71261	Nvec_XP_001640186	1.0	S	0.0	Ccor	Nvec
Ccor_71261	Hmag_XP_002154805	1.0	S	0.0	Ccor	Hmag
Ccor_71261	Tadh_XP_002109980	1.0	S	0.0	Ccor	Tadh
Ccor_71261	Nvec_XP_001634375	1.0	S	0.0	Ccor	Nvec
Ccor_71261	Skow_XP_002739286	1.0	S	0.0	Ccor	Skow
Ccor_71261	Ctel_202965	1.0	S	0.0	Ccor	Ctel
Ccor_71261	Adig_2065v103432	1.0	S	0.0	Ccor	Adig
Ccor_71261	Amac_01030	1.0	S	0.0	Ccor	Amac
Ccor_71261	Nvec_XP_001641018	1.0	S	0.0	Ccor	Nvec
Ccor_71261	Ctel_103287	1.0	S	0.0	Ccor	Ctel
Ccor_71261	Cgig_10013102	1.0	S	0.0	Ccor	Cgig
Ccor_71261	Spur_XP_001200656	1.0	S	0.0	Ccor	Spur
Ccor_71261	Lgig_169169	1.0	S	0.0	Ccor	Lgig
Ccor_71261	Adig_2067v103430	1.0	S	0.0	Ccor	Adig
Ccor_71261	Scil_70624	1.0	S	0.0	Ccor	Scil
Ccor_71261	Cgig_10027610	1.0	S	0.0	Ccor	Cgig
Ccor_71261	Lgig_156439	1.0	S	0.0	Ccor	Lgig
Ccor_71261	Adig_23202v118285	1.0	S	0.0	Ccor	Adig
Ccor_71261	Nvec_XP_001638198	1.0	S	0.0	Ccor	Nvec
Ccor_71261	Adig_17466v101523	1.0	S	0.0	Ccor	Adig
Ccor_71261	Nvec_XP_001630839	1.0	S	0.0	Ccor	Nvec
Ccor_71261	Spur_XP_792487	1.0	S	0.0	Ccor	Spur
Ccor_71261	Nvec_XP_001630482	1.0	S	0.0	Ccor	Nvec
Ccor_71261	Cgig_10016009	1.0	S	0.0	Ccor	Cgig
Ccor_71261	Ocar_g8397_t1	1.0	S	0.0	Ccor	Ocar
Ccor_71261	Adig_2550v120377	1.0	S	0.0	Ccor	Adig
Ccor_71261	Cang_28328	1.0	S	0.0	Ccor	Cang
Ccor_71261	Hsap_ENSP00000384725	1.0	S	0.0	Ccor	Hsap
Ccor_71261	Aque_XP_003387382	1.0	S	0.0	Ccor	Aque
Ccor_71261	Hsap_ENSP00000276594	1.0	S	0.0	Ccor	Hsap
Ccor_71261	Lgig_153726	1.0	S	0.0	Ccor	Lgig
Ccor_71261	Ctel_75757	1.0	S	0.0	Ccor	Ctel
Ccor_71261	Adig_2070v103434	1.0	S	0.0	Ccor	Adig
Ccor_71261	Pisp_69677	1.0	S	0.0	Ccor	Pisp
Ccor_71261	Pisp_68567	1.0	S	0.0	Ccor	Pisp
Ccor_71261	Adig_3112v120858	1.0	S	0.0	Ccor	Adig
Ccor_71261	Adig_5324v122563	1.0	S	0.0	Ccor	Adig
Ccor_71261	Spur_XP_799022	1.0	S	0.0	Ccor	Spur
Ccor_71261	Adig_2069v103431	1.0	S	0.0	Ccor	Adig
Ccor_71261	Skow_XP_002737396	1.0	S	0.0	Ccor	Skow
Ccor_71261	Adig_17948v114072	1.0	S	0.0	Ccor	Adig
Ccor_71261	Lgig_114994	1.0	S	0.0	Ccor	Lgig
Ccor_71261	Hsap_ENSP00000358092	1.0	S	0.0	Ccor	Hsap
Ccor_71261	Nvec_XP_001630857	1.0	S	0.0	Ccor	Nvec
Ccor_71261	Adig_2066v103428	1.0	S	0.0	Ccor	Adig
Ccor_71261	Skow_NP_001161634	1.0	S	0.0	Ccor	Skow
Ccor_71261	Amac_02546	1.0	S	0.0	Ccor	Amac
Ccor_71261	Pyez_35808_g8561	1.0	S	0.0	Ccor	Pyez
Ccor_71261	Nvec_XP_001628558	1.0	S	0.0	Ccor	Nvec
Ccor_71261	Scil_48982	1.0	S	0.0	Ccor	Scil
Umar_250739	Hsap_ENSP00000235372	1.0	S	0.0	Umar	Hsap
Umar_250739	Spur_XP_790201	1.0	S	0.0	Umar	Spur
Umar_250739	Scil_95376	1.0	S	0.0	Umar	Scil
Umar_250739	Cint_ENSCINP00000000048	1.0	S	0.0	Umar	Cint
Umar_250739	Mlei_ML124240a	1.0	S	0.0	Umar	Mlei
Umar_250739	Aque_XP_003387259	1.0	S	0.0	Umar	Aque
Umar_250739	Spur_XP_003724787	1.0	S	0.0	Umar	Spur
Umar_250739	Cgig_10001616	1.0	S	0.0	Umar	Cgig
Umar_250739	Nvec_XP_001640186	1.0	S	0.0	Umar	Nvec
Umar_250739	Hmag_XP_002154805	1.0	S	0.0	Umar	Hmag
Umar_250739	Tadh_XP_002109980	1.0	S	0.0	Umar	Tadh
Umar_250739	Nvec_XP_001634375	1.0	S	0.0	Umar	Nvec
Umar_250739	Skow_XP_002739286	1.0	S	0.0	Umar	Skow
Umar_250739	Ctel_202965	1.0	S	0.0	Umar	Ctel
Umar_250739	Adig_2065v103432	1.0	S	0.0	Umar	Adig
Umar_250739	Amac_01030	1.0	S	0.0	Umar	Amac
Umar_250739	Nvec_XP_001641018	1.0	S	0.0	Umar	Nvec
Umar_250739	Ctel_103287	1.0	S	0.0	Umar	Ctel
Umar_250739	Cgig_10013102	1.0	S	0.0	Umar	Cgig
Umar_250739	Spur_XP_001200656	1.0	S	0.0	Umar	Spur
Umar_250739	Lgig_169169	1.0	S	0.0	Umar	Lgig
Umar_250739	Adig_2067v103430	1.0	S	0.0	Umar	Adig
Umar_250739	Scil_70624	1.0	S	0.0	Umar	Scil
Umar_250739	Cgig_10027610	1.0	S	0.0	Umar	Cgig
Umar_250739	Lgig_156439	1.0	S	0.0	Umar	Lgig
Umar_250739	Adig_23202v118285	1.0	S	0.0	Umar	Adig
Umar_250739	Nvec_XP_001638198	1.0	S	0.0	Umar	Nvec
Umar_250739	Adig_17466v101523	1.0	S	0.0	Umar	Adig
Umar_250739	Nvec_XP_001630839	1.0	S	0.0	Umar	Nvec
Umar_250739	Spur_XP_792487	1.0	S	0.0	Umar	Spur
Umar_250739	Nvec_XP_001630482	1.0	S	0.0	Umar	Nvec
Umar_250739	Cgig_10016009	1.0	S	0.0	Umar	Cgig
Umar_250739	Ocar_g8397_t1	1.0	S	0.0	Umar	Ocar
Umar_250739	Adig_2550v120377	1.0	S	0.0	Umar	Adig
Umar_250739	Cang_28328	1.0	S	0.0	Umar	Cang
Umar_250739	Hsap_ENSP00000384725	1.0	S	0.0	Umar	Hsap
Umar_250739	Aque_XP_003387382	1.0	S	0.0	Umar	Aque
Umar_250739	Hsap_ENSP00000276594	1.0	S	0.0	Umar	Hsap
Umar_250739	Lgig_153726	1.0	S	0.0	Umar	Lgig
Umar_250739	Ctel_75757	1.0	S	0.0	Umar	Ctel
Umar_250739	Adig_2070v103434	1.0	S	0.0	Umar	Adig
Umar_250739	Pisp_69677	1.0	S	0.0	Umar	Pisp
Umar_250739	Pisp_68567	1.0	S	0.0	Umar	Pisp
Umar_250739	Adig_3112v120858	1.0	S	0.0	Umar	Adig
Umar_250739	Adig_5324v122563	1.0	S	0.0	Umar	Adig
Umar_250739	Spur_XP_799022	1.0	S	0.0	Umar	Spur
Umar_250739	Adig_2069v103431	1.0	S	0.0	Umar	Adig
Umar_250739	Skow_XP_002737396	1.0	S	0.0	Umar	Skow
Umar_250739	Adig_17948v114072	1.0	S	0.0	Umar	Adig
Umar_250739	Lgig_114994	1.0	S	0.0	Umar	Lgig
Umar_250739	Hsap_ENSP00000358092	1.0	S	0.0	Umar	Hsap
Umar_250739	Nvec_XP_001630857	1.0	S	0.0	Umar	Nvec
Umar_250739	Adig_2066v103428	1.0	S	0.0	Umar	Adig
Umar_250739	Skow_NP_001161634	1.0	S	0.0	Umar	Skow
Umar_250739	Amac_02546	1.0	S	0.0	Umar	Amac
Umar_250739	Pyez_35808_g8561	1.0	S	0.0	Umar	Pyez
Umar_250739	Nvec_XP_001628558	1.0	S	0.0	Umar	Nvec
Umar_250739	Scil_48982	1.0	S	0.0	Umar	Scil
Esil_CBN80451	Hsap_ENSP00000235372	1.0	S	0.0	Esil	Hsap
Esil_CBN80451	Spur_XP_790201	1.0	S	0.0	Esil	Spur
Esil_CBN80451	Scil_95376	1.0	S	0.0	Esil	Scil
Esil_CBN80451	Cint_ENSCINP00000000048	1.0	S	0.0	Esil	Cint
Esil_CBN80451	Mlei_ML124240a	1.0	S	0.0	Esil	Mlei
Esil_CBN80451	Aque_XP_003387259	1.0	S	0.0	Esil	Aque
Esil_CBN80451	Spur_XP_003724787	1.0	S	0.0	Esil	Spur
Esil_CBN80451	Cgig_10001616	1.0	S	0.0	Esil	Cgig
Esil_CBN80451	Nvec_XP_001640186	1.0	S	0.0	Esil	Nvec
Esil_CBN80451	Hmag_XP_002154805	1.0	S	0.0	Esil	Hmag
Esil_CBN80451	Tadh_XP_002109980	1.0	S	0.0	Esil	Tadh
