node	cluster	sps	cluster_ref
Mvib_comp9388_c0_seq1_fr4	5	Mvib	5a
Tmel_XP_002838074	5	Tmel	5a
Cele_Y92H12BR_6	5	Cele	5a
Tpse_XP_002288295	6	Tpse	6
Ehux_96595	6	Ehux	6
Ptri_XP_002179507	6	Ptri	6
Tpse_XP_002287062	6	Tpse	6
Gthe_102686	7	Gthe	7
Cvar_EFN58949	7	Cvar	7
Esil_CBJ26036	7	Esil	7
Crei_XP_001698886	7	Crei	7
Ehux_99883	7	Ehux	7
Vcar_XP_002952881	7	Vcar	7
Ptri_XP_002182466	7	Ptri	7
Crei_XP_001692007	8	Crei	8
Ehux_242820	8	Ehux	8
Ehux_107247	8	Ehux	8
Gthe_121141	8	Gthe	8
Acoe_027_00195	9	Acoe	9
Smoe_XP_002967739	9	Smoe	9
Smoe_XP_002960159	9	Smoe	9
Smoe_XP_002961120	9	Smoe	9
Smoe_XP_002960831	9	Smoe	9
Cpar_22282Contig37429	9	Cpar	9
Ppat_XP_001783777	9	Ppat	9
Mgut_mgv1a005857m	9	Mgut	9
Smoe_XP_002983976	9	Smoe	9
Ppat_XP_001774257	9	Ppat	9
Smoe_XP_002960830	9	Smoe	9
Smoe_XP_002974908	9	Smoe	9
Smoe_XP_002983839	9	Smoe	9
Smoe_XP_002966891	9	Smoe	9
Smoe_XP_002992361	9	Smoe	9
Atha_AT3G55080	9	Atha	9
Smoe_XP_002989713	9	Smoe	9
Smoe_XP_002988920	9	Smoe	9
Smoe_XP_002991767	9	Smoe	9
Smoe_XP_002960832	9	Smoe	9
Cowc_CAOG_02820	10	Cowc	10
Tcru_XP_805712	10	Tcru	10
Ddis_XP_647084	10	Ddis	10
Tcru_XP_815053	10	Tcru	10
Ppal_EFA81400_1	10	Ppal	10
Aker_50153	10	Aker	10
Bsal_BS31705	10	Bsal	10
Tcru_XP_817814	11	Tcru	11
Bsal_BS34450	11	Bsal	11
Lmaj_XP_001683376	11	Lmaj	11
Tpse_XP_002289165	11	Tpse	11
Bsal_BS36695	11	Bsal	11
Tpse_XP_002287161	11	Tpse	11
Tcru_XP_816776	11	Tcru	11
Gthe_112741	11	Gthe	11
Tcru_XP_809677	11	Tcru	11
Tcru_XP_819478	11	Tcru	11
Bsal_BS48790	11	Bsal	11
Ehux_104231	12	Ehux	12
Mver_07617	12	Mver	12
Pisp_1176	12	Pisp	12
Cvar_EFN55406	12	Cvar	12
Esil_CBJ30557	12	Esil	12
Ptri_XP_002186360	12	Ptri	12
Umar_261166	12	Umar	12
Atha_AT3G56570	12	Atha	12
Ehux_242773	12	Ehux	12
Bnat_79704	12	Bnat	12
Ppal_EFA82146_1	12	Ppal	12
Mcir_Mucci2_108485	12	Mcir	12
Falb_H696_00372T0	12	Falb	12
Ehux_111657	12	Ehux	12
Vcar_XP_002952617	12	Vcar	12
Otau_XP_003082984	12	Otau	12
Mgut_mgv1a005032m	12	Mgut	12
Ihof_871	12	Ihof	12
Aker_99331	12	Aker	12
Bdis_2g56792	12	Bdis	12
Pmar_XP_002785721	12	Pmar	12
Scer_SCRT_02936	12	Scer	12
Sbic_03g041640	12	Sbic	12
Pmar_XP_002765694	12	Pmar	12
Ehux_220349	12	Ehux	12
Tpse_XP_002293161	12	Tpse	12
Cfra_3222T1	12	Cfra	12
Smoe_XP_002977945	12	Smoe	12
Bden_Batde5_87914	12	Bden	12
Apar_comp18566_c0_seq1_fr6	12	Apar	12
Acoe_014_00106	12	Acoe	12
Cneo_XP_568860	12	Cneo	12
Ccor_17587	12	Ccor	12
Mpus_Micpu39853	12	Mpus	12
Crei_XP_001694672	12	Crei	12
Smoe_XP_002986909	12	Smoe	12
Otau_XP_003083827	12	Otau	12
Ehux_108977	12	Ehux	12
Smoe_XP_002991656	13	Smoe	13
Atha_AT5G17240	13	Atha	13
Ddis_XP_637036	13	Ddis	13
Mpus_Micpu60905	13	Mpus	13
Bdis_1g28267	13	Bdis	13
Smoe_XP_002991099	13	Smoe	13
Ppal_EFA82762_1	13	Ppal	13
Ppat_XP_001763237	13	Ppat	13
Scil_45327	13	Scil	13
Acoe_002_01366	13	Acoe	13
Sbic_02g032970	13	Sbic	13
Gthe_106158	13	Gthe	13
Pmar_XP_002775574	13	Pmar	13
Bnat_129526	14	Bnat	14
Amac_13838	14	Amac	14
Ccin_CC1G_14673	14	Ccin	14
Acas_g754	14	Acas	14
Bden_Batde5_86633	14	Bden	14
Mcir_Mucci2_107056	14	Mcir	14
Tthe_XP_001009809	14	Tthe	14
Crev_41928	14	Crev	14
Rirr_36464	14	Rirr	14
Cowc_CAOG_00643	14	Cowc	14
Amac_11375	14	Amac	14
Cang_114976	14	Cang	14
Rory_7153	14	Rory	14
Spun_SPPG_04331	14	Spun	14
Mver_08386	14	Mver	14
Apar_comp20834_c2_seq1_fr5	14	Apar	14
Rall_2313	14	Rall	14
Spom_NP_596799_2	14	Spom	14
Pisp_69739	14	Pisp	14
Smoe_XP_002964620	15	Smoe	15
Bnat_70745	15	Bnat	15
Crei_XP_001703025	15	Crei	15
Otau_XP_003083454	15	Otau	15
Atha_AT1G24610	15	Atha	15
Vcar_XP_002955706	15	Vcar	15
Mpus_Micpu186708	15	Mpus	15
Smoe_XP_002989522	15	Smoe	15
Amac_02309	15	Amac	15
Ppat_XP_001759585	15	Ppat	15
Sbic_04g028760	15	Sbic	15
Cvar_EFN51670	15	Cvar	15
Otau_XP_003080689	15	Otau	15
Acoe_091_00078	15	Acoe	15
Bnat_135435	15	Bnat	15
Ppat_XP_001755464	15	Ppat	15
Mgut_mgv1a005562m	15	Mgut	15
Bnat_51539	16	Bnat	16
Tthe_XP_001008992	16	Tthe	16
Bnat_47055	16	Bnat	16
Ptet_A0DC90_A0DC90	16	Ptet	16
Tthe_XP_001021989	16	Tthe	16
Bnat_91120	16	Bnat	16
Ptet_A0ECS5_A0ECS5	16	Ptet	16
Aano_F0YNA7	16	Aano	16
Tpse_XP_002295030	16	Tpse	16
Tthe_XP_001009518	16	Tthe	16
Ptet_A0DV50_A0DV50	16	Ptet	16
Rfil_24771_5c	16	Rfil	16
Bnat_87809	16	Bnat	16
Aker_60871	16	Aker	16
Ptri_XP_002183467	16	Ptri	16
Rfil_51688_4s1f1	16	Rfil	16
Ptet_A0D0I4_A0D0I4	16	Ptet	16
Ptet_A0DHF9_A0DHF9	16	Ptet	16
Ptet_A0EI13_A0EI13	16	Ptet	16
Ngad_00769	16	Ngad	16
Nvec_XP_001633261	17	Nvec	17a
Apar_comp23864_c1_seq1_fr6	17	Apar	17a
Gpro_40672	17	Gpro	17a
Bnat_89596	17	Bnat	17a
Cint_ENSCINP00000009807	17	Cint	17a
Ddis_XP_646263	17	Ddis	17a
Hsap_ENSP00000327436	17	Hsap	17a
Cele_Y71H2AM_8	17	Cele	17a
Ocar_g6160_t1	17	Ocar	17a
Lgig_118649	17	Lgig	17a
Cfra_1641T1	17	Cfra	17a
Mbre_XP_001745126	17	Mbre	17a
Ihof_9696	17	Ihof	17a
Ctel_181634	17	Ctel	17a
Pinf_XP_002997928	17	Pinf	17a
Cowc_CAOG_03170	17	Cowc	17a
Bden_Batde5_86177	17	Bden	17a
Spur_XP_798530	17	Spur	17a
Crei_XP_001693751	18	Crei	18
Ihof_8776	18	Ihof	18
Bnat_142128	18	Bnat	18
Vcar_XP_002949173	18	Vcar	18
Ppal_EFA76078_1	18	Ppal	18
Nspp_17674_fr6	18	Nspp	18
Cvar_EFN51653	18	Cvar	18
Apar_comp15138_c0_seq1_fr6	18	Apar	18
Ccri_T00000804001	18	Ccri	18
Ppat_XP_001754113	19	Ppat	19
Ttra_AMSG_06270	19	Ttra	19
Smoe_XP_002993188	19	Smoe	19
Smoe_XP_002965462	19	Smoe	19
Ptet_A0CEH6_A0CEH6	20	Ptet	20
Gthe_109909	20	Gthe	20
Ppat_XP_001754252	21	Ppat	21
Esil_CBJ29688	21	Esil	21
Smoe_XP_002974033	21	Smoe	21
Atha_AT3G07670	21	Atha	21
Mpus_Micpu60109	21	Mpus	21
Smoe_XP_002974548	21	Smoe	21
Mgut_mgv1a004696m	21	Mgut	21
Acoe_001_00751	21	Acoe	21
Bnat_90881	21	Bnat	21
Cvar_EFN58197	21	Cvar	21
Cpar_30297Contig7977	21	Cpar	21
Pyez_44569_g9912	21	Pyez	21
Cmer_CMN207C	21	Cmer	21
Ccri_T00006620001	21	Ccri	21
Mpus_Micpu122950	21	Mpus	21
Otau_XP_003081307	21	Otau	21
Sbic_04g029430	21	Sbic	21
Bdis_3g56450	21	Bdis	21
Cpar_7249Contig38650	21	Cpar	21
Acas_g5159	21	Acas	21
Aano_F0XXC3	21	Aano	21
Ppat_XP_001775739	21	Ppat	21
Smoe_XP_002983459	21	Smoe	21
Ptri_XP_002185762	21	Ptri	21
Tpse_XP_002286075	21	Tpse	21
Vcar_XP_002947838	21	Vcar	21
Smoe_XP_002963244	21	Smoe	21
Vcar_XP_002958609	22	Vcar	22
Crei_XP_001695337	22	Crei	22
Gthe_117107	22	Gthe	22
Vcar_XP_002954057	23	Vcar	23
Mpus_Micpu178115	23	Mpus	23
Otau_XP_003083390	23	Otau	23
Bnat_136247	24	Bnat	24
Pyez_19832_g4888	24	Pyez	24
Cvar_EFN55457	24	Cvar	24
Gthe_147375	24	Gthe	24
Vcar_XP_002948672	24	Vcar	24
Crei_XP_001696150	24	Crei	24
Ccri_T00006890001	24	Ccri	24
Tpse_XP_002295884	25	Tpse	25
Gthe_73393	25	Gthe	25
Tcru_XP_821804	25	Tcru	25
Bnat_137864	25	Bnat	25
Lmaj_XP_001682042	25	Lmaj	25
Tpse_XP_002295028	25	Tpse	25
Bsal_BS32985	25	Bsal	25
Tpse_XP_002287224	25	Tpse	25
Tcru_XP_805087	25	Tcru	25
Bsal_BS64390	25	Bsal	25
Ptri_XP_002177222	25	Ptri	25
Otau_XP_003082564	26	Otau	26
Esil_CBN75653	26	Esil	26
Nspp_113_fr4	26	Nspp	26
Sagg_87985	26	Sagg	26
Acas_g14290	26	Acas	26
Scil_54307	26	Scil	26
Ngru_XP_002671481	26	Ngru	26
Nspp_113_fr1	26	Nspp	26
Aker_59574	26	Aker	26
Ddis_XP_647487	26	Ddis	26
Sarc_SARC_00311	26	Sarc	26
Ncra_7717NCU08733	26	Ncra	26
Ppal_EFA80143_1	26	Ppal	26
Rirr_12309	26	Rirr	26
Acoe_002_00689	27	Acoe	27
Ppat_XP_001785817	27	Ppat	27
Mgut_mgv1a005377m	27	Mgut	27
Smoe_XP_002983944	27	Smoe	27
Bdis_4g30040	27	Bdis	27
Smoe_XP_002960727	27	Smoe	27
Atha_AT1G14030	27	Atha	27
Sbic_02g024510	27	Sbic	27
Bsal_BS14130	28	Bsal	28
Tcru_XP_819846	28	Tcru	28
Lmaj_XP_001687015	28	Lmaj	28
Nspp_14963_fr5	28	Nspp	28
Crei_XP_001696458	29	Crei	29
Cowc_CAOG_01287	29	Cowc	29
Gthe_120775	30	Gthe	30
Rfil_3789974_4s1f1	30	Rfil	30
Ehux_207150	30	Ehux	30
Tpse_XP_002295747	31	Tpse	31
Gthe_114060	31	Gthe	31
