node	og	cluster	og_cluster
Anodir_Anodir_ADIR015700-RA	OG0000000	2	OG0000000_2
Anofar_Anofar_AFAF019461-RA	OG0000000	2	OG0000000_2
Anoalb_Anoalb_AALB015709-RA	OG0000000	0	OG0000000_0
Anodar_Anodar_ADAC009445-RA	OG0000000	0	OG0000000_0
Anochr_Anochr_ACHR000879-RA	OG0000000	0	OG0000000_0
Anogam_Anogam_AGAP003782-RA	OG0000000	0	OG0000000_0
Anomin_Anomin_AMIN002917-RA	OG0000000	0	OG0000000_0
Anofun_Anofun_AFUN001549-RA	OG0000000	0	OG0000000_0
Anofar_Anofar_AFAF015085-RA	OG0000000	0	OG0000000_0
Anodir_Anodir_ADIR002522-RA	OG0000000	0	OG0000000_0
Anochr_Anochr_ACHR000880-RA	OG0000000	0	OG0000000_0
Anomac_Anomac_AMAM004818-RA	OG0000000	0	OG0000000_0
Anocul_Anocul_ACUA021086-RA	OG0000000	0	OG0000000_0
Anoatr_Anoatr_AATE007919-RA	OG0000000	0	OG0000000_0
Anosin_Anosin_ASIS020857-RA	OG0000000	0	OG0000000_0
Anoalb_Anoalb_AALB008232-RA	OG0000000	5	OG0000000_5
Anodar_Anodar_ADAC001794-RA	OG0000000	5	OG0000000_5
Anoatr_Anoatr_AATE009960-RA	OG0000000	5	OG0000000_5
Anosin_Anosin_ASIS014569-RA	OG0000000	5	OG0000000_5
Anoepi_Anoepi_AEPI000292-RA	OG0000000	5	OG0000000_5
Anomac_Anomac_AMAM001903-RA	OG0000000	5	OG0000000_5
Anocul_Anocul_ACUA028234-RA	OG0000000	5	OG0000000_5
Anomin_Anomin_AMIN002568-RA	OG0000000	5	OG0000000_5
Anofun_Anofun_AFUN009117-RA	OG0000000	5	OG0000000_5
Anomac_Anomac_AMAM002542-RA	OG0000000	5	OG0000000_5
Anogam_Anogam_AGAP002557-RA	OG0000000	5	OG0000000_5
Anodir_Anodir_ADIR010305-RA	OG0000000	5	OG0000000_5
Anofar_Anofar_AFAF020562-RA	OG0000000	5	OG0000000_5
Anoste_Anoste_ASTEI10727-RA	OG0000000	5	OG0000000_5
Anoalb_Anoalb_AALB002511-RA	OG0000000	16	OG0000000_16
Anodar_Anodar_ADAC009455-RA	OG0000000	16	OG0000000_16
Anodar_Anodar_ADAC009449-RA	OG0000000	16	OG0000000_16
Anoatr_Anoatr_AATE011484-RA	OG0000000	16	OG0000000_16
Anosin_Anosin_ASIS007858-RA	OG0000000	16	OG0000000_16
Anochr_Anochr_ACHR000325-RA	OG0000000	16	OG0000000_16
Anogam_Anogam_AGAP003787-RA	OG0000000	16	OG0000000_16
Anogam_Anogam_AGAP012882-RA	OG0000000	16	OG0000000_16
Anocul_Anocul_ACUA001525-RA	OG0000000	16	OG0000000_16
Anomin_Anomin_AMIN002912-RA	OG0000000	16	OG0000000_16
Anofun_Anofun_AFUN001555-RA	OG0000000	16	OG0000000_16
Anoste_Anoste_ASTEI00887-RA	OG0000000	16	OG0000000_16
Anodir_Anodir_ADIR002517-RA	OG0000000	16	OG0000000_16
Anofar_Anofar_AFAF018429-RA	OG0000000	16	OG0000000_16
Anoalb_Anoalb_AALB015519-RA	OG0000000	1	OG0000000_1
Anodar_Anodar_ADAC009443-RA	OG0000000	1	OG0000000_1
Anoatr_Anoatr_AATE002419-RA	OG0000000	1	OG0000000_1
Anosin_Anosin_ASIS005118-RA	OG0000000	1	OG0000000_1
Anochr_Anochr_ACHR000326-RA	OG0000000	1	OG0000000_1
Anogam_Anogam_AGAP003786-RA	OG0000000	1	OG0000000_1
Anodir_Anodir_ADIR015809-RA	OG0000000	1	OG0000000_1
Anofar_Anofar_AFAF003081-RA	OG0000000	1	OG0000000_1
Anocul_Anocul_ACUA004926-RA	OG0000000	1	OG0000000_1
Anomin_Anomin_AMIN002913-RA	OG0000000	1	OG0000000_1
Anomac_Anomac_AMAM019114-RA	OG0000000	1	OG0000000_1
Anoalb_Anoalb_AALB015520-RD	OG0000000	12	OG0000000_12
Anodar_Anodar_ADAC009448-RA	OG0000000	12	OG0000000_12
Anoatr_Anoatr_AATE001729-RA	OG0000000	12	OG0000000_12
Anodir_Anodir_ADIR015810-RD	OG0000000	12	OG0000000_12
Anofar_Anofar_AFAF009375-RA	OG0000000	12	OG0000000_12
Anofun_Anofun_AFUN001554-RA	OG0000000	12	OG0000000_12
Anocul_Anocul_ACUA016401-RA	OG0000000	12	OG0000000_12
Anomac_Anomac_AMAM015188-RA	OG0000000	12	OG0000000_12
Anoatr_Anoatr_AATE018333-RA	OG0000000	4	OG0000000_4
Anocul_Anocul_ACUA026754-RA	OG0000000	4	OG0000000_4
Anofun_Anofun_AFUN001553-RA	OG0000000	4	OG0000000_4
Anomac_Anomac_AMAM004838-RA	OG0000000	4	OG0000000_4
Anofar_Anofar_AFAF002363-RA	OG0000000	4	OG0000000_4
Anodar_Anodar_ADAC009447-RA	OG0000000	4	OG0000000_4
Anosin_Anosin_ASIS017809-RA	OG0000000	4	OG0000000_4
Anodar_Anodar_ADAC009446-RA	OG0000000		OG0000000_nan
Anofar_Anofar_AFAF002141-RA	OG0000000	11	OG0000000_11
Anogam_Anogam_AGAP003785-RE	OG0000000	11	OG0000000_11
Anogam_Anogam_AGAP012609-RA	OG0000000	11	OG0000000_11
Anodar_Anodar_ADAC009453-RA	OG0000000	11	OG0000000_11
Anoatr_Anoatr_AATE019631-RA	OG0000000	11	OG0000000_11
Anosin_Anosin_ASIS014521-RA	OG0000000	11	OG0000000_11
Anodar_Anodar_ADAC009451-RA	OG0000000		OG0000000_nan
Anoalb_Anoalb_AALB008240-RA	OG0000000	14	OG0000000_14
Anodar_Anodar_ADAC006861-RA	OG0000000	14	OG0000000_14
Anochr_Anochr_ACHR003003-RA	OG0000000	14	OG0000000_14
Anogam_Anogam_AGAP002551-RA	OG0000000	14	OG0000000_14
Anocul_Anocul_ACUA025404-RA	OG0000000	14	OG0000000_14
Anomin_Anomin_AMIN002560-RA	OG0000000	14	OG0000000_14
Anofun_Anofun_AFUN009111-RA	OG0000000	14	OG0000000_14
Anomac_Anomac_AMAM008228-RA	OG0000000	14	OG0000000_14
Anomac_Anomac_AMAM020304-RA	OG0000000	14	OG0000000_14
Anoste_Anoste_ASTEI08000-RA	OG0000000	14	OG0000000_14
Anodir_Anodir_ADIR010313-RA	OG0000000	14	OG0000000_14
Anofar_Anofar_AFAF001351-RA	OG0000000	14	OG0000000_14
Anoatr_Anoatr_AATE020812-RA	OG0000000	14	OG0000000_14
Anosin_Anosin_ASIS005155-RA	OG0000000	14	OG0000000_14
Anosin_Anosin_ASIS009069-RA	OG0000000	14	OG0000000_14
Anoalb_Anoalb_AALB008239-RA	OG0000000	6	OG0000000_6
Anodar_Anodar_ADAC006860-RA	OG0000000	6	OG0000000_6
Anoatr_Anoatr_AATE020191-RA	OG0000000	6	OG0000000_6
Anosin_Anosin_ASIS019434-RA	OG0000000	6	OG0000000_6
Anochr_Anochr_ACHR003004-RA	OG0000000	6	OG0000000_6
Anogam_Anogam_AGAP002552-RA	OG0000000	6	OG0000000_6
Anocul_Anocul_ACUA005702-RA	OG0000000	6	OG0000000_6
Anomac_Anomac_AMAM014241-RA	OG0000000	6	OG0000000_6
Anoste_Anoste_ASTEI11070-RA	OG0000000	6	OG0000000_6
Anofun_Anofun_AFUN009112-RA	OG0000000	6	OG0000000_6
Anomin_Anomin_AMIN002561-RA	OG0000000	6	OG0000000_6
Anodir_Anodir_ADIR010312-RA	OG0000000	6	OG0000000_6
Anofar_Anofar_AFAF017373-RA	OG0000000	6	OG0000000_6
Anochr_Anochr_ACHR006337-RA	OG0000000	9	OG0000000_9
Anocul_Anocul_ACUA013308-RA	OG0000000	9	OG0000000_9
Anogam_Anogam_AGAP013492-RA	OG0000000	9	OG0000000_9
Anoepi_Anoepi_AEPI015220-RA	OG0000000	9	OG0000000_9
Anodir_Anodir_ADIR015812-RA	OG0000000	9	OG0000000_9
Anofar_Anofar_AFAF019041-RA	OG0000000	9	OG0000000_9
Anoalb_Anoalb_AALB015708-RA	OG0000000	9	OG0000000_9
Anodar_Anodar_ADAC008531-RA	OG0000000	9	OG0000000_9
Anosin_Anosin_ASIS016543-RA	OG0000000	9	OG0000000_9
Anoatr_Anoatr_AATE015201-RA	OG0000000	9	OG0000000_9
Anoatr_Anoatr_AATE010437-RA	OG0000000		OG0000000_nan
Anoalb_Anoalb_AALB015707-RA	OG0000000	22	OG0000000_22
Anodar_Anodar_ADAC008530-RA	OG0000000	22	OG0000000_22
Anocul_Anocul_ACUA017287-RA	OG0000000	17	OG0000000_17
Anomac_Anomac_AMAM019556-RA	OG0000000	17	OG0000000_17
Anoepi_Anoepi_AEPI002800-RA	OG0000000	17	OG0000000_17
Anogam_Anogam_AGAP012979-RA	OG0000000	17	OG0000000_17
Anogam_Anogam_AGAP013016-RA	OG0000000	17	OG0000000_17
Anodir_Anodir_ADIR015811-RA	OG0000000	17	OG0000000_17
Anofar_Anofar_AFAF010429-RA	OG0000000	17	OG0000000_17
Anoalb_Anoalb_AALB002504-RA	OG0000000	7	OG0000000_7
Anodar_Anodar_ADAC008529-RA	OG0000000	7	OG0000000_7
Anochr_Anochr_ACHR006336-RA	OG0000000	7	OG0000000_7
Anogam_Anogam_AGAP003781-RA	OG0000000	7	OG0000000_7
Anofun_Anofun_AFUN001548-RA	OG0000000	7	OG0000000_7
Anomac_Anomac_AMAM015765-RA	OG0000000	7	OG0000000_7
Anocul_Anocul_ACUA013834-RA	OG0000000	7	OG0000000_7
Anomin_Anomin_AMIN002918-RA	OG0000000	7	OG0000000_7
Anofar_Anofar_AFAF013769-RA	OG0000000	7	OG0000000_7
Anodir_Anodir_ADIR002524-RA	OG0000000	7	OG0000000_7
Anoatr_Anoatr_AATE008634-RA	OG0000000	7	OG0000000_7
Anosin_Anosin_ASIS003027-RA	OG0000000	7	OG0000000_7
Anoalb_Anoalb_AALB015662-RA	OG0000000	18	OG0000000_18
Anodar_Anodar_ADAC008528-RA	OG0000000	18	OG0000000_18
Anoatr_Anoatr_AATE013707-RA	OG0000000	18	OG0000000_18
Anosin_Anosin_ASIS014029-RA	OG0000000	18	OG0000000_18
Anocul_Anocul_ACUA009867-RA	OG0000000	18	OG0000000_18
Anomin_Anomin_AMIN002919-RA	OG0000000	18	OG0000000_18
Anofun_Anofun_AFUN001547-RA	OG0000000	18	OG0000000_18
Anomac_Anomac_AMAM009016-RA	OG0000000	18	OG0000000_18
Anodir_Anodir_ADIR002526-RA	OG0000000	18	OG0000000_18
Anofar_Anofar_AFAF009424-RA	OG0000000	18	OG0000000_18
Anoepi_Anoepi_AEPI002802-RA	OG0000000	18	OG0000000_18
Anogam_Anogam_AGAP003780-RA	OG0000000	18	OG0000000_18
Anochr_Anochr_ACHR009481-RA	OG0000000	18	OG0000000_18
Anoalb_Anoalb_AALB015661-RA	OG0000000	19	OG0000000_19
Anodar_Anodar_ADAC008532-RA	OG0000000	19	OG0000000_19
Anochr_Anochr_ACHR009202-RA	OG0000000	19	OG0000000_19
Anogam_Anogam_AGAP013123-RA	OG0000000	19	OG0000000_19
Anoepi_Anoepi_AEPI002801-RA	OG0000000	19	OG0000000_19
Anomac_Anomac_AMAM018557-RA	OG0000000	19	OG0000000_19
Anoste_Anoste_ASTEI00889-RA	OG0000000	19	OG0000000_19
Anomac_Anomac_AMAM011690-RA	OG0000000	19	OG0000000_19
Anodir_Anodir_ADIR002525-RA	OG0000000	19	OG0000000_19
Anofar_Anofar_AFAF007873-RA	OG0000000	19	OG0000000_19
Anoatr_Anoatr_AATE003944-RA	OG0000000	19	OG0000000_19
Anosin_Anosin_ASIS011601-RA	OG0000000	19	OG0000000_19
Anoalb_Anoalb_AALB003039-RA	OG0000000	15	OG0000000_15
Anodar_Anodar_ADAC007763-RA	OG0000000	15	OG0000000_15
Anoatr_Anoatr_AATE011930-RA	OG0000000	15	OG0000000_15
Anosin_Anosin_ASIS020835-RA	OG0000000	15	OG0000000_15
Anochr_Anochr_ACHR009018-RA	OG0000000	15	OG0000000_15
Anogam_Anogam_AGAP003750-RA	OG0000000	15	OG0000000_15
Anomin_Anomin_AMIN015868-RA	OG0000000	15	OG0000000_15
Anocul_Anocul_ACUA024388-RA	OG0000000	15	OG0000000_15
Anomac_Anomac_AMAM009412-RA	OG0000000	15	OG0000000_15
Anofun_Anofun_AFUN001522-RA	OG0000000	15	OG0000000_15
Anodir_Anodir_ADIR002550-RA	OG0000000	15	OG0000000_15
Anofar_Anofar_AFAF003522-RA	OG0000000	15	OG0000000_15
Anofar_Anofar_AFAF002051-RA	OG0000000	8	OG0000000_8
Anoatr_Anoatr_AATE004024-RA	OG0000000	8	OG0000000_8
Anocul_Anocul_ACUA010413-RA	OG0000000	3	OG0000000_3
Anomin_Anomin_AMIN001917-RA	OG0000000	3	OG0000000_3
Anofun_Anofun_AFUN005331-RA	OG0000000	3	OG0000000_3
Anomac_Anomac_AMAM005965-RA	OG0000000	3	OG0000000_3
Anoepi_Anoepi_AEPI004158-RA	OG0000000	3	OG0000000_3
Anoste_Anoste_ASTEI03802-RA	OG0000000	3	OG0000000_3
Anodir_Anodir_ADIR005946-RA	OG0000000	3	OG0000000_3
Anofar_Anofar_AFAF013203-RA	OG0000000	3	OG0000000_3
Anogam_Anogam_AGAP009540-RA	OG0000000	3	OG0000000_3
Anogam_Anogam_AGAP009541-RA	OG0000000	3	OG0000000_3
Anogam_Anogam_AGAP012649-RA	OG0000000	3	OG0000000_3
Anoalb_Anoalb_AALB015737-RA	OG0000001		OG0000001_nan
Anodar_Anodar_ADAC002560-RA	OG0000001		OG0000001_nan
Anoalb_Anoalb_AALB015735-RA	OG0000001	21	OG0000001_21
Anodar_Anodar_ADAC002562-RA	OG0000001	21	OG0000001_21
Anoalb_Anoalb_AALB015736-RA	OG0000001	13	OG0000001_13
Anodar_Anodar_ADAC002561-RA	OG0000001	13	OG0000001_13
Anoatr_Anoatr_AATE012713-RA	OG0000001	13	OG0000001_13
Anosin_Anosin_ASIS017289-RA	OG0000001	13	OG0000001_13
Anochr_Anochr_ACHR008940-RA	OG0000001	13	OG0000001_13
Anogam_Anogam_AGAP008212-RA	OG0000001	13	OG0000001_13
Anoepi_Anoepi_AEPI015029-RA	OG0000001	13	OG0000001_13
Anocul_Anocul_ACUA008332-RA	OG0000001	13	OG0000001_13
Anomin_Anomin_AMIN006066-RA	OG0000001	13	OG0000001_13
Anofun_Anofun_AFUN015794-RA	OG0000001	13	OG0000001_13
Anocul_Anocul_ACUA020263-RA	OG0000001	13	OG0000001_13
Anomac_Anomac_AMAM002967-RA	OG0000001	13	OG0000001_13
Anoste_Anoste_ASTEI03056-RA	OG0000001	13	OG0000001_13
Anodir_Anodir_ADIR016077-RA	OG0000001	13	OG0000001_13
Anofar_Anofar_AFAF005068-RA	OG0000001	13	OG0000001_13
Anoalb_Anoalb_AALB015585-RA	OG0000001	8	OG0000001_8
Anodar_Anodar_ADAC002565-RA	OG0000001	8	OG0000001_8
Anocul_Anocul_ACUA018140-RA	OG0000001	8	OG0000001_8
Anofun_Anofun_AFUN010919-RA	OG0000001	8	OG0000001_8
Anofun_Anofun_AFUN010921-RA	OG0000001	8	OG0000001_8
Anocul_Anocul_ACUA007205-RA	OG0000001	8	OG0000001_8
Anoepi_Anoepi_AEPI015028-RA	OG0000001	8	OG0000001_8
Anogam_Anogam_AGAP008209-RA	OG0000001	8	OG0000001_8
Anomac_Anomac_AMAM014117-RA	OG0000001	8	OG0000001_8
Anofar_Anofar_AFAF004261-RA	OG0000001	8	OG0000001_8
Anosin_Anosin_ASIS005579-RA	OG0000001	8	OG0000001_8
Anoalb_Anoalb_AALB001849-RA	OG0000001	10	OG0000001_10
Anodar_Anodar_ADAC002566-RA	OG0000001	10	OG0000001_10
Anoatr_Anoatr_AATE001716-RA	OG0000001	10	OG0000001_10
Anosin_Anosin_ASIS008041-RA	OG0000001	10	OG0000001_10
Anochr_Anochr_ACHR004412-RA	OG0000001	10	OG0000001_10
Anogam_Anogam_AGAP008204-RA	OG0000001	10	OG0000001_10
Anomin_Anomin_AMIN006069-RA	OG0000001	10	OG0000001_10
Anocul_Anocul_ACUA015589-RA	OG0000001	10	OG0000001_10
Anomac_Anomac_AMAM012429-RA	OG0000001	10	OG0000001_10
Anofun_Anofun_AFUN015797-RA	OG0000001	10	OG0000001_10
Anoepi_Anoepi_AEPI015025-RA	OG0000001	10	OG0000001_10
Anodir_Anodir_ADIR016071-RA	OG0000001	10	OG0000001_10
Anofar_Anofar_AFAF004163-RA	OG0000001	10	OG0000001_10
Anoepi_Anoepi_AEPI015024-RA	OG0000001	10	OG0000001_10
Anogam_Anogam_AGAP008203-RA	OG0000001	10	OG0000001_10
Anogam_Anogam_AGAP012855-RA	OG0000001	10	OG0000001_10
Anocul_Anocul_ACUA014797-RA	OG0000001	10	OG0000001_10
Anocul_Anocul_ACUA004175-RA	OG0000001	10	OG0000001_10
Anofun_Anofun_AFUN015796-RA	OG0000001	10	OG0000001_10
Anodir_Anodir_ADIR016070-RA	OG0000001	10	OG0000001_10
Anofar_Anofar_AFAF003983-RA	OG0000001	10	OG0000001_10
Anoalb_Anoalb_AALB015624-RA	OG0000001	18	OG0000001_18
Anodar_Anodar_ADAC010281-RA	OG0000001	18	OG0000001_18
Anoatr_Anoatr_AATE002672-RA	OG0000001	18	OG0000001_18
Anosin_Anosin_ASIS016861-RA	OG0000001	18	OG0000001_18
Anocul_Anocul_ACUA002332-RA	OG0000001	18	OG0000001_18
Anofun_Anofun_AFUN015714-RA	OG0000001	18	OG0000001_18
Anomac_Anomac_AMAM012111-RA	OG0000001	18	OG0000001_18
Anoepi_Anoepi_AEPI015019-RA	OG0000001	18	OG0000001_18
Anogam_Anogam_AGAP002870-RA	OG0000001	18	OG0000001_18
Anofar_Anofar_AFAF007398-RA	OG0000001	18	OG0000001_18
Anoalb_Anoalb_AALB015623-RA	OG0000001	9	OG0000001_9
Anodar_Anodar_ADAC010279-RA	OG0000001	9	OG0000001_9
Anocul_Anocul_ACUA028009-RA	OG0000001	9	OG0000001_9
Anofun_Anofun_AFUN015801-RA	OG0000001	9	OG0000001_9
Anomac_Anomac_AMAM004957-RA	OG0000001	9	OG0000001_9
Anoepi_Anoepi_AEPI015020-RA	OG0000001	9	OG0000001_9
Anogam_Anogam_AGAP002869-RA	OG0000001	9	OG0000001_9
Anosin_Anosin_ASIS012814-RA	OG0000001	9	OG0000001_9
Anocul_Anocul_ACUA025674-RA	OG0000001	16	OG0000001_16
Anofun_Anofun_AFUN015802-RA	OG0000001	16	OG0000001_16
Anoepi_Anoepi_AEPI015021-RA	OG0000001	16	OG0000001_16
Anogam_Anogam_AGAP002868-RA	OG0000001	16	OG0000001_16
Anomac_Anomac_AMAM001572-RA	OG0000001	16	OG0000001_16
Anoatr_Anoatr_AATE007802-RA	OG0000001	16	OG0000001_16
Anosin_Anosin_ASIS013270-RA	OG0000001	16	OG0000001_16
Anoalb_Anoalb_AALB015622-RA	OG0000001	16	OG0000001_16
Anodar_Anodar_ADAC010277-RA	OG0000001	16	OG0000001_16
Anoalb_Anoalb_AALB015621-RA	OG0000001	11	OG0000001_11
Anodar_Anodar_ADAC010280-RA	OG0000001	11	OG0000001_11
Anoatr_Anoatr_AATE007323-RA	OG0000001	11	OG0000001_11
Anofar_Anofar_AFAF016931-RA	OG0000001	11	OG0000001_11
Anochr_Anochr_ACHR005245-RA	OG0000001	11	OG0000001_11
Anogam_Anogam_AGAP002867-RA	OG0000001	11	OG0000001_11
Anoepi_Anoepi_AEPI015022-RA	OG0000001	11	OG0000001_11
Anomac_Anomac_AMAM005374-RA	OG0000001	11	OG0000001_11
Anocul_Anocul_ACUA022042-RA	OG0000001	11	OG0000001_11
Anofun_Anofun_AFUN015891-RA	OG0000001	11	OG0000001_11
Anoalb_Anoalb_AALB015620-RA	OG0000001	3	OG0000001_3
Anodar_Anodar_ADAC010278-RA	OG0000001	3	OG0000001_3
Anoepi_Anoepi_AEPI015037-RA	OG0000001	3	OG0000001_3
Anogam_Anogam_AGAP002866-RA	OG0000001	3	OG0000001_3
Anomac_Anomac_AMAM004817-RA	OG0000001	3	OG0000001_3
Anofun_Anofun_AFUN015888-RA	OG0000001	3	OG0000001_3
Anocul_Anocul_ACUA022181-RA	OG0000001	3	OG0000001_3
Anoste_Anoste_ASTEI00453-RA	OG0000001	3	OG0000001_3
Anofar_Anofar_AFAF016458-RA	OG0000001	3	OG0000001_3
Anoatr_Anoatr_AATE011402-RA	OG0000001	3	OG0000001_3
Anocul_Anocul_ACUA021425-RA	OG0000001	6	OG0000001_6
Anomin_Anomin_AMIN003221-RA	OG0000001	6	OG0000001_6
Anofun_Anofun_AFUN015889-RA	OG0000001	6	OG0000001_6
Anofun_Anofun_AFUN015792-RA	OG0000001	6	OG0000001_6
Anomac_Anomac_AMAM016404-RA	OG0000001	6	OG0000001_6
Anoepi_Anoepi_AEPI015038-RA	OG0000001	6	OG0000001_6
Anogam_Anogam_AGAP002865-RA	OG0000001	6	OG0000001_6
Anodir_Anodir_ADIR003458-RA	OG0000001	6	OG0000001_6
Anofar_Anofar_AFAF002454-RA	OG0000001	6	OG0000001_6
Anoatr_Anoatr_AATE015748-RA	OG0000001	6	OG0000001_6
Anosin_Anosin_ASIS023012-RA	OG0000001	6	OG0000001_6
Anosin_Anosin_ASIS013274-RA	OG0000001	6	OG0000001_6
Anoalb_Anoalb_AALB015619-RA	OG0000001	6	OG0000001_6
Anodar_Anodar_ADAC010276-RA	OG0000001	6	OG0000001_6
Anoalb_Anoalb_AALB015588-RA	OG0000001	2	OG0000001_2
Anodar_Anodar_ADAC001783-RA	OG0000001	2	OG0000001_2
Anoatr_Anoatr_AATE006465-RA	OG0000001	2	OG0000001_2
Anocul_Anocul_ACUA002823-RA	OG0000001	2	OG0000001_2
Anomin_Anomin_AMIN006494-RA	OG0000001	2	OG0000001_2
Anofun_Anofun_AFUN015785-RA	OG0000001	2	OG0000001_2
Anoepi_Anoepi_AEPI015016-RA	OG0000001	2	OG0000001_2
Anogam_Anogam_AGAP013128-RA	OG0000001	2	OG0000001_2
Anomac_Anomac_AMAM016978-RA	OG0000001	2	OG0000001_2
Anoalb_Anoalb_AALB015589-RA	OG0000001	7	OG0000001_7
Anodar_Anodar_ADAC001784-RA	OG0000001	7	OG0000001_7
Anocul_Anocul_ACUA025166-RA	OG0000001	7	OG0000001_7
Anomin_Anomin_AMIN003222-RA	OG0000001	7	OG0000001_7
Anoepi_Anoepi_AEPI015017-RA	OG0000001	7	OG0000001_7
Anogam_Anogam_AGAP002862-RA	OG0000001	7	OG0000001_7
Anofar_Anofar_AFAF017829-RA	OG0000001	7	OG0000001_7
Anofun_Anofun_AFUN015786-RA	OG0000001	7	OG0000001_7
Anoatr_Anoatr_AATE013080-RA	OG0000001	7	OG0000001_7
Anosin_Anosin_ASIS016248-RA	OG0000001	7	OG0000001_7
Anoalb_Anoalb_AALB015575-RA	OG0000001	5	OG0000001_5
Anodar_Anodar_ADAC002557-RA	OG0000001	5	OG0000001_5
Anoatr_Anoatr_AATE013000-RA	OG0000001	5	OG0000001_5
Anosin_Anosin_ASIS006322-RA	OG0000001	5	OG0000001_5
Anodir_Anodir_ADIR016073-RA	OG0000001	5	OG0000001_5
Anofar_Anofar_AFAF020660-RA	OG0000001	5	OG0000001_5
Anoepi_Anoepi_AEPI015158-RA	OG0000001	5	OG0000001_5
Anogam_Anogam_AGAP008208-RA	OG0000001	5	OG0000001_5
Anomac_Anomac_AMAM015126-RA	OG0000001	5	OG0000001_5
Anoste_Anoste_ASTEI03058-RA	OG0000001	5	OG0000001_5
Anocul_Anocul_ACUA004667-RA	OG0000001	5	OG0000001_5
Anofun_Anofun_AFUN015961-RA	OG0000001	5	OG0000001_5
Anoalb_Anoalb_AALB015574-RA	OG0000001	4	OG0000001_4
Anodar_Anodar_ADAC002555-RA	OG0000001	4	OG0000001_4
Anochr_Anochr_ACHR004411-RA	OG0000001	4	OG0000001_4
Anogam_Anogam_AGAP008207-RA	OG0000001	4	OG0000001_4
