node	cluster	sps	cluster_ref
Bdis_3g30360	5	Bdis	5
Mgut_mgv1a002206m	5	Mgut	5
Bden_Batde5_87992	5	Bden	5
Ppat_XP_001754073	5	Ppat	5
Vcar_XP_002949210	5	Vcar	5
Cowc_CAOG_00526	6	Cowc	6
Pinf_XP_002902883	6	Pinf	6
Pinf_XP_002902016	6	Pinf	6
Candidatus_Parvarchaeum_acidophilus_	6	Candidatus	6
Tcru_XP_805945	6	Tcru	6
Ncra_1750NCU01973	6	Ncra	6
Nvec_XP_001621978	6	Nvec	6
Gthe_131886	6	Gthe	6
Pinf_XP_002900419	6	Pinf	6
Bsal_BS35450	6	Bsal	6
Pinf_XP_002899390	6	Pinf	6
Acas_g9900	6	Acas	6
Cang_65771	6	Cang	6
Methanoregula_boonei_501056142_20_11	6	Methanoregula	6
Spun_SPPG_06877	6	Spun	6
Ptet_A0DWT5_A0DWT5	6	Ptet	6
Scer_SCRT_04049	6	Scer	6
Esil_CBN75501	6	Esil	6
Pinf_XP_002898694	6	Pinf	6
Lmaj_XP_001683937	6	Lmaj	6
Acas_g12825	6	Acas	6
Otau_XP_003079712	6	Otau	6
Mvib_comp13658_c0_seq1_fr6	6	Mvib	6
Cpar_28224Contig56056	6	Cpar	6
Pmar_XP_002787740	6	Pmar	6
Ehux_453655	6	Ehux	6
Tcru_XP_810430	6	Tcru	6
Tpse_XP_002297463	6	Tpse	6
Mpus_Micpu56361	6	Mpus	6
Gpro_57228	6	Gpro	6
Bnat_136495	6	Bnat	6
Spun_SPPG_01685	6	Spun	6
Nvec_XP_001622536	6	Nvec	6
Esil_CBN75282	6	Esil	6
Pinf_XP_002895606	6	Pinf	6
Sarc_SARC_01601	6	Sarc	6
Pinf_XP_002899278	6	Pinf	6
Clim_g2896	6	Clim	6
Scer_SCRT_03567	6	Scer	6
Esil_CBN80460	6	Esil	6
Cpar_15254Contig9229	7	Cpar	7
Sros_PTSG_06018	7	Sros	7
Gthe_109934	7	Gthe	7
Mpus_Micpu59996	7	Mpus	7
Atha_AT4G20130	8	Atha	8
Bnat_91950	8	Bnat	8
Smoe_XP_002994017	8	Smoe	8
Mgut_mgv1a024773m	8	Mgut	8
Ptet_A0ECS5_A0ECS5	8	Ptet	8
Acoe_002_01301	8	Acoe	8
Ptet_A0DV50_A0DV50	8	Ptet	8
Tthe_XP_001015055	8	Tthe	8
Ppat_XP_001771149	8	Ppat	8
Mgut_mgv1a005196m	8	Mgut	8
Smoe_XP_002987941	8	Smoe	8
Sbic_09g030160	8	Sbic	8
Ptet_A0EI13_A0EI13	8	Ptet	8
Bdis_2g14720	8	Bdis	8
Ihof_7581	9	Ihof	9
Vcar_XP_002958423	9	Vcar	9
Cpar_18258Contig14362	9	Cpar	9
Bdis_3g02220	10	Bdis	10
Sbic_04g001900	10	Sbic	10
Acoe_014_00396	10	Acoe	10
Mgut_mgv1a009128m	10	Mgut	10
Atha_AT5G24330	10	Atha	10
Atha_AT5G09790	10	Atha	10
Mgut_mgv1a023273m	10	Mgut	10
Mgut_mgv1a024362m	10	Mgut	10
Acas_g413	10	Acas	10
Ppat_XP_001784397	10	Ppat	10
Bdis_2g61717	10	Bdis	10
Mgut_mgv11b021588m	10	Mgut	10
Mgut_mgv1a026305m	10	Mgut	10
Bnat_69864	10	Bnat	10
Ptet_A0C830_A0C830	10	Ptet	10
Mgut_mgv1a024041m	10	Mgut	10
Smoe_XP_002968131	10	Smoe	10
Sbic_03g046950	10	Sbic	10
Tpse_XP_002293206	10	Tpse	10
Mgut_mgv1a025560m	10	Mgut	10
Ptet_A0BXH7_A0BXH7	10	Ptet	10
Tthe_XP_001019150	10	Tthe	10
Acoe_013_00049	10	Acoe	10
Ehux_67245	11	Ehux	11
Bdis_4g43717	11	Bdis	11
Cgig_10004599	11	Cgig	11ce
Sbic_03g037660	11	Sbic	11
Bdis_1g53840	11	Bdis	11
Mgut_mgv1a006459m	11	Mgut	11
Cneo_XP_572587	11	Cneo	11f
Rirr_39959	11	Rirr	11
Bsal_BS32645	11	Bsal	11ce
Sbic_04g030350	11	Sbic	11
Ctel_112305	11	Ctel	11
Aker_82917	11	Aker	11
Ngru_XP_002673418	11	Ngru	11
Ehux_197202	11	Ehux	11
Vcar_XP_002952737	11	Vcar	11
Crev_82539	11	Crev	11
Bdis_1g29010	11	Bdis	11
Mgut_mgv1a002557m	11	Mgut	11
Atha_AT2G05900	11	Atha	11
Mgut_mgv1a019352m	11	Mgut	11
Acoe_002_00419	11	Acoe	11
Apar_comp14837_c0_seq1_fr6	11	Apar	11ce
Smoe_XP_002976443	11	Smoe	11
Sbic_06g001340	11	Sbic	11
Smoe_XP_002963315	11	Smoe	11
Bdis_4g28460	11	Bdis	11
000REFERENE_ANOTATE_ML1	11	000REFERENE	11
Ctel_206547	11	Ctel	11abd
Mgut_mgv1a021585m	11	Mgut	11
Ihof_3673	11	Ihof	11ce
Ppat_XP_001756860	11	Ppat	11
Mgut_mgv1a001836m	11	Mgut	11
Cvar_EFN57970	11	Cvar	11
Spur_XP_782949	11	Spur	11ce
Hsap_ENSP00000408583	11	Hsap	11ad
Rfil_29978_4c	11	Rfil	11
Smoe_XP_002964246	11	Smoe	11
Atha_AT5G43990	11	Atha	11
Esil_CBN78130	11	Esil	11
Bdis_2g60080	11	Bdis	11
Spur_XP_785941	11	Spur	11abd
Mgut_mgv1a005143m	11	Mgut	11
Spur_XP_003728726	11	Spur	11abd
Hsap_ENSP00000417980	11	Hsap	11b
Acoe_001_00249	11	Acoe	11
Cgig_10016376	11	Cgig	11f
Mgut_mgv1a002144m	11	Mgut	11
Hsap_ENSP00000346997	11	Hsap	11ce
Bnat_40920	11	Bnat	11f
Umay_XP_756547	11	Umay	11
Esil_CBJ33274	11	Esil	11
Sbic_07g019860	11	Sbic	11
Ehux_63772	11	Ehux	11
Hsap_ENSP00000379078	11	Hsap	11ad
Glam_XP_001705541	11	Glam	11f
Sbic_04g026310	11	Sbic	11
Acoe_007_00118	11	Acoe	11
Acoe_009_00084	11	Acoe	11
Smoe_XP_002986381	11	Smoe	11
Mpus_Micpu7678	11	Mpus	11
Pbla_Phybl2_156239	11	Pbla	11
Bdis_3g12790	11	Bdis	11
Nvec_XP_001641871	11	Nvec	11f
Sbic_08g001570	11	Sbic	11
Tmel_XP_002836926	11	Tmel	11
Sbic_06g034060	11	Sbic	11
Bdis_3g48980	11	Bdis	11
Bdis_5g00500	11	Bdis	11
Mgut_mgv1a003074m	11	Mgut	11
Scil_72863	11	Scil	11
Acoe_005_00513	11	Acoe	11
Ddis_XP_646062	11	Ddis	11abcdef
Rfil_24410_3cf1	11	Rfil	11
Sbic_03g035910	11	Sbic	11
Ppat_XP_001785269	11	Ppat	11
Tgon_XP_002364904	11	Tgon	11ce
Cele_F34D6_4	11	Cele	11
Atha_AT1G17770	11	Atha	11
Apar_comp10678_c1_seq1_fr5	11	Apar	11
Hmag_XP_002162409	11	Hmag	11ce
Atha_AT3G04380	11	Atha	11
Ptri_XP_002186224	11	Ptri	11
Cang_57221	11	Cang	11
Aque_XP_003389507	11	Aque	11ce
Atha_AT1G73100	11	Atha	11
Acoe_110_00035	11	Acoe	11
Sros_PTSG_08195	11	Sros	11f
Atha_AT3G03750	11	Atha	11
Atha_AT2G22740	11	Atha	11
Bdis_1g64870	11	Bdis	11
Sbic_04g033260	11	Sbic	11
Ppal_EFA86329_1	11	Ppal	11
Mlei_ML06271a	11	Mlei	11
Bdis_2g59430	11	Bdis	11
Hsap_ENSP00000337976	11	Hsap	11ce
Acoe_034_00271	11	Acoe	11
Smoe_XP_002988688	11	Smoe	11
Cpar_26081Contig52867	11	Cpar	11
Bden_Batde5_6084	11	Bden	11
Sbic_07g019863	11	Sbic	11
Bdis_3g12710	11	Bdis	11
Sbic_09g024010	11	Sbic	11
Pmar_XP_002767929	11	Pmar	11
Mgut_mgv1a020163m	11	Mgut	11
Ppat_XP_001752275	11	Ppat	11
Acoe_039_00171	11	Acoe	11
Sbic_09g019060	11	Sbic	11
Smoe_XP_002971955	11	Smoe	11
Sarc_SARC_01720	11	Sarc	11
Spun_SPPG_05106	11	Spun	11
Mgut_mgv1a000212m	11	Mgut	11
Skow_XP_002733701	11	Skow	11abd
Pmar_XP_002785418	11	Pmar	11
Sbic_07g019850	11	Sbic	11
Mgut_mgv1a004355m	11	Mgut	11
Sbic_07g023560	11	Sbic	11
Cgig_10002357	11	Cgig	11
Rall_4856	11	Rall	11ce
Cgig_10028705	11	Cgig	11f
Smoe_XP_002979834	11	Smoe	11
Bnat_80755	11	Bnat	11
Acoe_010_00310	11	Acoe	11
Hmag_XP_002157170	11	Hmag	11
Bdis_2g51320	11	Bdis	11
Spur_XP_782916	11	Spur	11f
Atha_AT2G23740	11	Atha	11
Skow_XP_002731395	11	Skow	11f
Mlei_ML05765a	11	Mlei	11ce
Dmel_FBpp0082583	11	Dmel	11
Acoe_043_00022	11	Acoe	11
Cele_Y41D4B_12a	11	Cele	11f
Bdis_4g28792	11	Bdis	11
Acoe_025_00006	11	Acoe	11
Bdis_4g25940	11	Bdis	11
Ccor_44719	11	Ccor	11
Bnat_82444	11	Bnat	11
Ehux_457456	11	Ehux	11
Bdis_3g48970	11	Bdis	11
Umay_XP_761474	11	Umay	11
Nspp_17621_fr3	11	Nspp	11
Ppat_XP_001753516	11	Ppat	11
Bdis_2g13416	11	Bdis	11
Ehux_100885	11	Ehux	11
Crei_XP_001701764	11	Crei	11
Sarc_SARC_06586	11	Sarc	11
Tcru_XP_818076	11	Tcru	11ce
Acoe_025_00050	11	Acoe	11
Ppat_XP_001768106	11	Ppat	11
Sbic_02g006620	11	Sbic	11
Sbic_07g023480	11	Sbic	11
Smoe_XP_002994641	11	Smoe	11
Bdis_5g17340	11	Bdis	11
Acoe_009_00559	11	Acoe	11
Atha_AT2G33290	11	Atha	11
Nvec_XP_001628294	11	Nvec	11ce
Acoe_005_00512	11	Acoe	11
Acoe_021_00113	11	Acoe	11
Cint_ENSCINP00000001349	11	Cint	11ce
Sbic_03g044580	11	Sbic	11
Ehux_62571	11	Ehux	11
Ppat_XP_001785809	11	Ppat	11
Aker_62797	11	Aker	11
Cfra_6612T1	11	Cfra	11
crenarchaeote_SCGC_AAA261C22_5166683	11	crenarchaeote	11
Crev_81553	11	Crev	11ce
Cint_ENSCINP00000003247	11	Cint	11ad
Ppat_XP_001775340	11	Ppat	11
Ehux_61763	11	Ehux	11
Ctel_140913	11	Ctel	11ce
Spom_NP_595186_1	11	Spom	11
Esil_CBN78286	11	Esil	11
Mgut_mgv1a009915m	11	Mgut	11
Rirr_85029	11	Rirr	11f
Smoe_XP_002978283	11	Smoe	11
Hmag_XP_002157195	11	Hmag	11
Mpus_Micpu62078	11	Mpus	11
Dmel_FBpp0112128	11	Dmel	11f
Atha_AT5G04940	11	Atha	11
Tvag_XP_001276923	11	Tvag	11
Ppat_XP_001782279	11	Ppat	11
Smoe_XP_002974605	11	Smoe	11
Ppat_XP_001785416	11	Ppat	11
Esil_CBJ29831	11	Esil	11
Skow_XP_002734659	11	Skow	11ce
Bdis_3g35330	11	Bdis	11
Mgut_mgv1a002504m	11	Mgut	11
Ptet_A0EBG7_A0EBG7	11	Ptet	11
Ptet_A0D7N3_A0D7N3	11	Ptet	11
Atha_AT1G04050	11	Atha	11
Atha_AT2G35160	11	Atha	11
Spun_SPPG_08714	11	Spun	11
Acas_g441	11	Acas	11ce
Bdis_2g26840	11	Bdis	11
Scil_53898	11	Scil	11ce
Acas_g9962	11	Acas	11
Lgig_134869	11	Lgig	11ce
Smoe_XP_002989567	11	Smoe	11
Atha_AT2G24740	11	Atha	11
Cang_54737	11	Cang	11
Acoe_133_00028	11	Acoe	11
Sbic_06g024160	11	Sbic	11
Cfra_2387T1	11	Cfra	11
Smoe_XP_002966287	11	Smoe	11
Acoe_013_00108	11	Acoe	11
Gthe_62776	11	Gthe	11
Atha_AT5G13960	11	Atha	11
Pinf_XP_002909121	11	Pinf	11
Lgig_116536	11	Lgig	11f
Ppat_XP_001774300	11	Ppat	11
Ppat_XP_001757011	11	Ppat	11
Bdis_3g52950	11	Bdis	11
Mlei_ML08863a	11	Mlei	11
Mgut_mgv1a008633m	11	Mgut	11
Cint_ENSCINP00000028043	11	Cint	11ad
Sbic_02g010210	11	Sbic	11
Mgut_mgv1a001540m	11	Mgut	11
Sbic_02g022936	11	Sbic	11
Hsap_ENSP00000373354	11	Hsap	11f
Bnat_69038	11	Bnat	11
Tcru_XP_810935	11	Tcru	11ce
Pisp_45708	11	Pisp	11ce
Tadh_XP_002113092	11	Tadh	11f
Amac_03278	11	Amac	11f
Ptet_A0BRZ9_A0BRZ9	11	Ptet	11
Atha_AT4G13460	11	Atha	11
Cele_R05D3_11	12	Cele	12a
Cvar_EFN54317	12	Cvar	12ab
Aque_XP_003387124	12	Aque	12ab
Cgig_10026622	12	Cgig	12ab
Skow_XP_002731923	12	Skow	12ab
Ctel_224568	12	Ctel	12ab
Tvag_XP_001322206	12	Tvag	12ab
Ncra_3927NCU04402	12	Ncra	12ab
Mvib_comp13337_c0_seq1_fr4	12	Mvib	12ab
Cint_ENSCINP00000019485	12	Cint	12a
Ngru_XP_002672965	12	Ngru	12ab
Ccin_CC1G_15399	12	Ccin	12ab
Ocar_g3910_t1	12	Ocar	12a
Nvec_XP_001627377	12	Nvec	12ab
Hmag_XP_002169411	12	Hmag	12ab
Fgra_FGSG_02778	12	Fgra	12ab
Tadh_XP_002117622	12	Tadh	12ab
Aano_F0YGG4	12	Aano	12ab
Spur_XP_003723917	12	Spur	12ab
Tadh_XP_002117623	12	Tadh	12ab
Dmel_FBpp0111689	12	Dmel	12ab
Hsap_ENSP00000326477	12	Hsap	12a
Hsap_ENSP00000271640	12	Hsap	12b
Scil_27079	12	Scil	12ab
Aano_F0XVZ8	12	Aano	12ab
Lgig_111681	12	Lgig	12ab
Mbre_XP_001751054	12	Mbre	12ab
Adig_5360v122594	12	Adig	12ab
Smoe_XP_002974548	13	Smoe	13
Aano_F0XXC3	13	Aano	13
Pyez_44569_g9912	13	Pyez	13
Otau_XP_003081307	13	Otau	13
Cmer_CMN207C	13	Cmer	13
Acoe_001_00751	13	Acoe	13
Ppat_XP_001754252	13	Ppat	13
Mver_07617	13	Mver	13
Tpse_XP_002286075	13	Tpse	13
Atha_AT3G07670	13	Atha	13
Ccri_T00006620001	13	Ccri	13
Ptri_XP_002185762	13	Ptri	13
Mpus_Micpu122950	13	Mpus	13
Smoe_XP_002963244	13	Smoe	13
Bdis_3g56450	13	Bdis	13
Esil_CBJ29688	13	Esil	13
Sbic_04g029430	13	Sbic	13
Mgut_mgv1a004696m	13	Mgut	13
Ccin_CC1G_11463	14	Ccin	14
Apar_comp17667_c0_seq1_fr5	14	Apar	14
Gthe_164767	14	Gthe	14
Ccin_CC1G_07522	14	Ccin	14
Mpus_Micpu58454	14	Mpus	14
Cvar_EFN53641	14	Cvar	14
Ccin_CC1G_15570	14	Ccin	14
Spun_SPPG_00764	14	Spun	14
Esil_CBJ31723	14	Esil	14
Sagg_93319	14	Sagg	14
Mlei_ML12425a	14	Mlei	14
Cowc_CAOG_03954	14	Cowc	14
Pinf_XP_002998487	14	Pinf	14
Ihof_8584	14	Ihof	14
Ccin_CC1G_03976	14	Ccin	14
Vcar_XP_002949278	14	Vcar	14
Mbre_XP_001748272	14	Mbre	14
Cfra_5926T1	14	Cfra	14
Sarc_SARC_01700	14	Sarc	14
Ccin_CC1G_03986	14	Ccin	14
Ccin_CC1G_07521	14	Ccin	14
Ccin_CC1G_11459	14	Ccin	14
Skow_NP_001161634	15	Skow	15c
Pmar_XP_002765502	15	Pmar	15
Ctel_103287	15	Ctel	15
Ddis_XP_636856	15	Ddis	15d
Nvec_XP_001640186	15	Nvec	15
Apar_comp18210_c0_seq1_fr4	15	Apar	15
Aque_XP_003387259	15	Aque	15
Amac_06039	15	Amac	15
Scil_67802	15	Scil	15
Adig_2065v103432	15	Adig	15
Spur_XP_790201	15	Spur	15
Ehux_205579	15	Ehux	15
Pisp_69677	15	Pisp	15abce
Mver_05382	15	Mver	15d
Nvec_XP_001630482	15	Nvec	15
Cint_ENSCINP00000000048	15	Cint	15
Hsap_ENSP00000276594	15	Hsap	15a
Ihof_9158	15	Ihof	15
Rirr_323896	15	Rirr	15
Acas_g2756	15	Acas	15abcde
Cgig_10001616	15	Cgig	15
Umar_226245	15	Umar	15
Rirr_98806	15	Rirr	15
Spur_XP_792487	15	Spur	15
Hmag_XP_002154805	15	Hmag	15e
Spur_XP_001200656	15	Spur	15b
Amac_09338	15	Amac	15
Scil_95376	15	Scil	15
Pmar_XP_002766618	15	Pmar	15
Hsap_ENSP00000358092	15	Hsap	15b
Cneo_XP_572264	15	Cneo	15abce
Ehux_250053	15	Ehux	15
Ppal_EFA76050_1	15	Ppal	15
Pmar_XP_002776582	15	Pmar	15
Adig_2070v103434	15	Adig	15
Ctel_75757	15	Ctel	15e
Ctel_202965	15	Ctel	15e
Cgig_10016009	15	Cgig	15
Rirr_16582	15	Rirr	15
Rirr_89547	15	Rirr	15
Scil_48982	15	Scil	15
Mlei_ML124240a	15	Mlei	15b
Lgig_169169	15	Lgig	15
Scil_67503	15	Scil	15
Rirr_324218	15	Rirr	15
Spun_SPPG_00148	15	Spun	15
Adig_2066v103428	15	Adig	15
Sarc_SARC_15066	15	Sarc	15d
Atha_AT1G43245	15	Atha	15
Ihof_5851	15	Ihof	15d
Scil_70867	15	Scil	15
Skow_XP_002739286	15	Skow	15a
Hsap_ENSP00000384725	15	Hsap	15c
Cfra_2578T1	15	Cfra	15
Scil_90070	15	Scil	15
Lgig_153726	15	Lgig	15
Umar_250739	15	Umar	15d
Pmar_XP_002784695	15	Pmar	15
Rirr_345445	15	Rirr	15
Scil_69355	15	Scil	15
Rirr_1590	15	Rirr	15
Adig_3112v120858	15	Adig	15b
Bdis_5g10050	15	Bdis	15
Rirr_84100	15	Rirr	15
Nvec_XP_001628558	15	Nvec	15
Adig_2067v103430	15	Adig	15
Scil_70624	15	Scil	15
Tadh_XP_002112735	15	Tadh	15d
Ocar_g8397_t1	15	Ocar	15
Ccor_71261	15	Ccor	15d
Pisp_68567	15	Pisp	15abce
Cowc_CAOG_01403	15	Cowc	15
Spur_XP_003724787	15	Spur	15b
Mgut_mgv1a023205m	15	Mgut	15
Nspp_17480_fr3	15	Nspp	15
Bnat_90901	15	Bnat	15d
Esil_CBJ30403	15	Esil	15
Mbre_XP_001745025	15	Mbre	15
Ctel_183922	15	Ctel	15
Sbic_06g016550	15	Sbic	15
Rirr_33049	15	Rirr	15
Lgig_114994	15	Lgig	15
Cowc_CAOG_04513	15	Cowc	15d
Hsap_ENSP00000274031	15	Hsap	15d
Cang_28328	15	Cang	15abce
Lgig_156439	15	Lgig	15e
Skow_XP_002737396	15	Skow	15
Adig_2550v120377	15	Adig	15
Tadh_XP_002109980	15	Tadh	15
Amac_01030	15	Amac	15abce
Hsap_ENSP00000235372	15	Hsap	15e
Apar_comp12770_c0_seq1_fr4	15	Apar	15d
Pbla_Phybl2_188395	15	Pbla	15d
Gpro_66573	15	Gpro	15d
Cele_F02D10_7	15	Cele	15abce
Cgig_10027610	15	Cgig	15
Rirr_210128	15	Rirr	15
Nvec_XP_001641018	15	Nvec	15b
Nvec_XP_001630857	15	Nvec	15
Adig_17466v101523	15	Adig	15e
Rirr_323213	15	Rirr	15
Adig_2069v103431	15	Adig	15c
Nvec_XP_001634375	15	Nvec	15
Adig_17948v114072	15	Adig	15
Adig_5324v122563	15	Adig	15e
Ppal_EFA77773_1	15	Ppal	15d
Spur_XP_799022	15	Spur	15
Aque_XP_003387382	15	Aque	15
Amac_02546	15	Amac	15abce
Rfil_3780083_1s1f1	15	Rfil	15
Scil_89977	15	Scil	15
Gthe_99101	15	Gthe	15
Adig_23202v118285	15	Adig	15e
Gthe_150215	15	Gthe	15d
Smoe_XP_002970505	15	Smoe	15
Nvec_XP_001630839	15	Nvec	15
Nvec_XP_001638198	15	Nvec	15c
Rirr_8856	15	Rirr	15
Cgig_10013102	15	Cgig	15
Esil_CBN80451	15	Esil	15
Dmel_FBpp0070406	16	Dmel	16
